tract,hh_type1_income_min,hh_type1_income_max,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income_min,hh_type2_income_max,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income_min,hh_type3_income_max,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income_min,hh_type4_income_max,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income_min,hh_type5_income_max,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income_min,hh_type6_income_max,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income_min,hh_type7_income_max,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income_min,hh_type8_income_max,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent
'06001401500',77183,77183,77183,2.65,1.19,37.5776,26.59132,10.98628,1.3977,13048.4711,298.7922,43.54478,31.66559,11.87918,1.5979,13048.12352,236.17304,33.08767,22.77325,10.31442,1.24706,13048.73263,345.90916,11720,11720,11720,1,1,148.1736,109.10906,39.06454,0.63096,10180.55573,289.45826,197.77164,156.40197,41.36967,0.7479,10181.34187,209.47215,110.85421,73.52414,37.33007,0.54296,10179.96421,349.64274,29126,29126,29126,1,1,66.16681,47.83277,18.33404,0.82199,10294.45909,269.73757,82.22795,62.93453,19.29342,0.93487,10294.93212,187.63651,54.08182,36.46966,17.61217,0.73706,10294.10316,331.51341,58251,58251,58251,1,1,38.60016,28.24627,10.35389,0.96364,10448.76934,255.31823,43.78662,32.92948,10.85714,1.07487,10448.82653,172.13636,34.69768,24.72245,9.97523,0.87994,10448.72632,317.90732,61746,61746,61746,2,0,39.70019,33.02744,6.67275,0.94058,0,319.55323,47.92281,40.04077,7.88203,1.1579,0,250.54151,33.51319,27.75036,5.76283,0.77706,0,371.48017,32200,32200,32200,3,1,72.92319,51.13802,21.78517,1.20652,11475.3604,328.99931,82.27929,58.33254,23.94675,1.4279,11475.49523,271.0762,65.88332,45.7246,20.15872,1.03994,11475.25895,372.58278,61746,61746,61746,2.65,1.19,44.69655,31.31864,13.37791,1.35107,12829.05931,303.08437,50.09851,35.62391,14.47459,1.5479,12828.88352,241.20757,40.63192,28.07919,12.55273,1.20296,12829.19158,349.64274,92620,92620,92620,4,2,35.06109,23.13131,11.92978,1.78793,18321.88765,296.10727,40.60097,27.87123,12.72975,1.9979,18321.36902,243.07436,30.89268,19.56482,11.32786,1.62994,18322.27789,336.01117
'06001401600',77183,77183,77183,2.65,1.19,39.35344,28.24936,11.10408,1.40916,13521.78718,265.13545,44.8219,32.35787,12.46403,1.70762,13823.83837,145.1524,37.96747,27.20806,10.7594,1.33352,13445.23283,295.54495,11720,11720,11720,1,1,135.61699,95.87758,39.7394,0.67568,10036.60341,262.57279,197.01925,153.06122,43.95802,0.86762,10381.96653,117.74742,120.05469,81.38449,38.6702,0.62703,9949.07172,299.27852,29126,29126,29126,1,1,63.46758,44.65739,18.8102,0.86883,10341.16341,245.01675,82.06898,61.59025,20.47874,1.04762,10686.52653,97.21274,58.75309,40.36578,18.38731,0.82352,10253.63172,282.47742,58251,58251,58251,1,1,36.26553,25.57801,10.68753,1.00883,10753.72341,231.45107,44.71127,33.13598,11.57529,1.18762,11099.08653,81.68156,34.12497,23.66245,10.46252,0.96352,10666.19172,269.40989,61746,61746,61746,2,0,42.03926,35.40891,6.63035,0.94523,0,288.74892,49.28741,40.92725,8.36016,1.26762,0,158.81679,40.20224,34.0103,6.19194,0.86352,0,321.68,32200,32200,32200,3,1,69.05746,47.39091,21.66655,1.20927,11482.76798,294.64715,83.51012,58.47382,25.03629,1.54762,11772.64653,180.6214,65.39446,44.58197,20.81249,1.12352,11409.29876,323.54679,61746,61746,61746,2.65,1.19,47.98123,34.49785,13.48338,1.36118,13190.22718,270.73582,51.65511,36.4215,15.23362,1.66762,13492.27837,150.75277,47.05009,34.0103,13.03979,1.28352,13113.67283,301.14531,92620,92620,92620,4,2,35.92681,23.84954,12.07727,1.79385,19154.81464,259.1987,41.79347,28.49052,13.30295,2.11082,19428.27429,152.61956,34.43992,22.67329,11.76663,1.71352,19085.50676,286.211
'06001401700',77183,77183,77183,2.65,1.19,37.91039,25.93037,11.98002,1.5378,15213.06894,151.78651,43.06244,30.15344,12.909,1.72054,15504.32338,115.23336,35.04429,23.58106,11.46323,1.43613,15051.04336,172.12112,11720,11720,11720,1,1,158.74714,114.75593,43.99121,0.78424,11551.83395,144.67215,225.8997,179.18089,46.71881,0.87798,11999.44604,88.61892,121.39,78.91617,42.47383,0.7321,11302.82622,175.8547,29126,29126,29126,1,1,71.44747,50.91619,20.53128,0.97159,11895.52354,125.8208,93.69826,72.10053,21.59773,1.06054,12297.85559,68.08423,59.0693,39.13129,19.93801,0.9221,11671.70521,157.93979,58251,58251,58251,1,1,39.25305,27.63771,11.61533,1.11418,12361.0222,111.93277,48.18717,36.05088,12.13629,1.20054,12701.80169,52.72129,34.28297,22.95744,11.32553,1.06613,12171.44571,144.87227,61746,61746,61746,2,0,39.04167,31.63468,7.407,1.07852,629.98756,173.74648,46.71081,38.1196,8.59121,1.28054,671.0226,129.68828,34.77531,28.0271,6.74821,0.96613,607.15966,198.25617,32200,32200,32200,3,1,74.76081,51.10419,23.65662,1.34475,13114.83188,181.57047,91.27939,65.21739,26.062,1.55798,13460.09221,150.22297,65.57149,43.25299,22.3185,1.22613,12922.76269,199.00916,61746,61746,61746,2.65,1.19,45.2001,30.62146,14.57864,1.49137,14858.647,156.49985,49.88699,34.09696,15.79003,1.68054,15176.78647,120.35434,42.59277,28.68804,13.90474,1.38613,14681.66521,176.60769,92620,92620,92620,4,2,35.73099,22.88582,12.84517,1.9276,20904.75525,148.28678,40.2493,26.53333,13.71597,2.12798,21225.25305,122.22113,33.21744,20.8567,12.36074,1.81613,20726.46151,162.78717
'06001401800',77183,77183,77183,2.65,1.19,38.69053,27.64723,11.0433,1.38405,13210.38938,343.84064,43.13788,30.43407,12.70382,1.7616,13214.16,212.58352,37.98968,27.20806,10.78162,1.32455,13209.79518,364.52513,11720,11720,11720,1,1,123.38746,83.31098,40.07647,0.6597,9919.56403,343.35434,160.36189,115.13589,45.226,0.9116,9926.54667,185.31918,117.56075,78.29577,39.26497,0.62,9918.46366,368.25871,29126,29126,29126,1,1,60.00165,41.14899,18.85266,0.84887,10177.27563,325.3108,76.92131,55.87524,21.04607,1.09556,10183.56,164.7845,57.33532,38.82832,18.507,0.81,10176.28529,350.60774,58251,58251,58251,1,1,34.92535,24.19188,10.73346,0.99751,10526.83987,310.85651,45.07157,33.222,11.84957,1.23556,10532.14667,147.98339,33.32643,22.76885,10.55758,0.96,10526.00358,336.52329,61746,61746,61746,2,0,41.244,34.59928,6.64472,0.91813,0,368.29715,47.19448,38.33675,8.85773,1.3216,0,226.38854,40.30628,34.0103,6.29598,0.85455,0,390.66018,32200,32200,32200,3,1,66.68182,45.07889,21.60294,1.1842,11265.95556,371.97112,84.31866,58.81481,25.50385,1.5916,11274.89333,246.92323,63.90248,42.91428,20.9882,1.12,11264.54708,391.67711,61746,61746,61746,2.65,1.19,47.65387,34.22477,13.42911,1.33876,12906.29042,347.67462,51.06242,35.58569,15.47673,1.7116,12910.48,217.0546,47.11673,34.0103,13.10643,1.28,12905.63019,368.25871,92620,92620,92620,4,2,35.18023,23.16517,12.01506,1.77148,18745.69069,336.64017,39.75691,26.28646,13.47046,2.1616,18739.26667,218.92139,34.459,22.67329,11.78571,1.71,18746.70304,355.19118
'06001402200',77183,77183,77183,2.65,1.19,39.27641,28.55528,10.72113,1.34462,12740.44165,343.02411,46.93106,34.37452,12.55654,1.70228,14014.96767,182.68964,36.81116,26.68114,10.13002,1.22943,12329.96929,394.66124,11720,11720,11720,1,1,150.85652,112.69644,38.16008,0.6082,9672.31782,340.27064,264.17724,219.38847,44.78877,0.85594,10772.74849,156.55458,114.36058,78.33532,36.02526,0.52841,9317.91441,399.43802,29126,29126,29126,1,1,68.91025,50.90263,18.00762,0.79705,9889.6525,321.00264,109.04761,88.27964,20.76797,1.03808,11005.22466,134.83504,55.98365,38.86503,17.11862,0.71943,9530.37265,380.95955,58251,58251,58251,1,1,38.23899,27.99386,10.24513,0.94076,10183.76089,307.17095,55.80984,44.14058,11.66926,1.17594,11319.85479,119.2188,32.58014,22.79367,9.78647,0.86501,9817.87182,367.7026,61746,61746,61746,2,0,42.02123,35.52331,6.49792,0.88192,265.55867,366.33302,51.68624,43.06853,8.61771,1.26228,622.92822,197.22332,38.90853,33.09331,5.81523,0.75943,150.46465,420.79629,32200,32200,32200,3,1,72.95369,51.95383,20.99985,1.14948,10899.86816,372.84498,105.15119,79.85195,25.29924,1.53594,12131.85699,218.15863,62.5842,42.969,19.6152,1.02501,10503.09529,422.66308,61746,61746,61746,2.65,1.19,48.41849,35.37912,13.03936,1.29973,12460.17264,348.00152,57.43224,42.10923,15.323,1.65594,13725.85315,188.29,45.51553,33.21163,12.3039,1.18501,12052.54906,399.43802,92620,92620,92620,4,2,35.75321,24.0414,11.71181,1.73372,18068.1285,337.78298,42.34234,28.99152,13.35082,2.10228,19546.29863,190.15679,33.63112,22.44717,11.18395,1.61501,17592.07076,385.32729
'06001402400',77183,77183,77183,2.65,1.19,35.08929,25.28528,9.804,1.18135,11067.64074,525.48227,44.99745,33.60803,11.38942,1.56031,11111.6475,344.46639,33.76267,24.17094,9.59173,1.13061,11061.74862,549.7187,11720,11720,11720,1,1,114.66779,80.90267,33.76511,0.46001,8239.03705,525.57699,153.62797,115.18771,38.44025,0.71539,8270.67375,317.38336,109.45136,76.31221,33.13915,0.42582,8234.80117,553.45228,29126,29126,29126,1,1,56.10825,39.99033,16.11792,0.64883,8407.28292,507.3689,68.05916,49.98015,18.07901,0.89539,8443.16156,295.92987,54.50813,38.65278,15.85535,0.61582,8402.47908,535.67873,58251,58251,58251,1,1,35.8079,26.57381,9.23409,0.79305,8635.50764,494.08094,44.39473,34.1286,10.26613,1.03539,8677.13344,280.99556,34.6582,25.5623,9.09591,0.76061,8629.93431,522.6112,61746,61746,61746,2,0,37.418,31.63478,5.78322,0.71431,0,550.18279,50.11239,42.24717,7.86522,1.11539,0,358.45273,35.71833,30.21387,5.50446,0.66061,0,575.85376,32200,32200,32200,3,1,67.44284,48.52267,18.92017,0.97667,9295.61081,553.39628,82.15463,59.41392,22.74072,1.39539,9330.66844,378.98741,65.47305,47.06442,18.40863,0.92061,9290.9169,576.7481,61746,61746,61746,2.65,1.19,43.22188,31.34864,11.87324,1.13195,10816.10336,530.22502,53.70837,39.82394,13.88444,1.51539,10857.61969,350.06676,41.81783,30.21387,11.60396,1.08061,10810.54469,554.34662,92620,92620,92620,4,2,32.0601,21.16188,10.89822,1.56371,16313.20273,518.13222,41.09353,28.77635,12.31718,1.96031,16360.32938,351.93355,30.8506,20.14236,10.70823,1.51061,16306.89289,540.38476
'06001402500',77183,77183,77183,2.65,1.19,31.55571,20.90601,10.6497,1.3256,12519.85846,386.86628,45.61453,33.63787,11.97666,1.61447,13070.45208,240.55753,27.7149,17.42772,10.28718,1.24668,12369.43856,426.83722,11720,11720,11720,1,1,131.24356,93.20087,38.04269,0.59341,9529.83692,384.86849,192.21414,150.44433,41.76981,0.76447,10110.03623,214.32855,114.58665,77.56219,37.02446,0.54668,9371.32887,431.45929,29126,29126,29126,1,1,59.88211,41.92006,17.96206,0.78341,9741.43385,365.80003,80.09882,60.53724,19.56159,0.95447,10296.36,193.79387,54.35899,36.83392,17.52507,0.73668,9589.83031,412.7914,58251,58251,58251,1,1,33.18059,22.98883,10.19176,0.92341,10028.21538,351.95152,44.38874,33.36025,11.02849,1.09447,10548.84226,177.08669,30.11857,20.1554,9.96317,0.87668,9885.98227,399.72387,61746,61746,61746,2,0,31.60754,25.21981,6.38773,0.86204,0,409.8094,50.48832,42.49057,7.99775,1.17447,0,255.39792,26.44939,20.50152,5.94788,0.77668,0,451.99397,32200,32200,32200,3,1,62.60076,41.85279,20.74796,1.12418,10631.68615,415.68185,82.29506,58.2972,23.99786,1.44447,11231.38189,275.9326,57.22036,37.36025,19.86011,1.03668,10467.85175,453.86076,61746,61746,61746,2.65,1.19,37.7126,24.75706,12.95554,1.28148,12242.54769,391.69826,52.8185,38.17172,14.64678,1.57447,12807.94415,246.1579,33.58573,21.09223,12.4935,1.20144,12088.08371,431.45929,92620,92620,92620,4,2,30.21138,18.5704,11.64099,1.70989,17897.92615,380.34889,42.32829,29.48334,12.84495,2.01447,18497.62189,247.93076,26.90109,15.58903,11.31207,1.62668,17734.09175,416.52498
'06001402600',77183,77183,77183,2.65,1.19,30.33535,20.84942,9.48593,1.19952,11206.08,286.15468,45.55951,34.9818,10.57771,1.45,11206.08,194.1461,26.71737,17.4909,9.22647,1.14,11206.08,308.02025,11720,11720,11720,1,1,130.47863,99.58117,30.89746,0.46264,8252.28,283.79457,263.68812,230.37543,33.31269,0.6,8252.28,166.14426,98.82178,68.49829,30.32349,0.43,8252.28,311.75383,29126,29126,29126,1,1,60.37463,45.23026,15.14437,0.66072,8512.56,266.27657,108.81199,92.70068,16.11131,0.79,8512.56,145.60957,48.86363,33.94905,14.91458,0.63,8512.56,294.95272,58251,58251,58251,1,1,36.39244,27.62563,8.76681,0.80072,8865.72,252.85059,55.6399,46.35114,9.28877,0.93,8865.72,130.67526,31.81834,23.17557,8.64277,0.77,8865.72,281.8852,61746,61746,61746,2,0,31.41786,26.06194,5.35592,0.73529,0,309.78057,50.57641,43.72753,6.84888,1.01,0,207.21362,26.86489,21.86376,5.00112,0.67,0,334.1553,32200,32200,32200,3,1,68.08832,49.97579,18.11252,0.99721,9345.24,315.23188,104.66433,83.85093,20.8134,1.28,9345.24,227.74831,59.39614,41.92547,17.47067,0.93,9345.24,336.02209,61746,61746,61746,2.65,1.19,37.53038,26.06194,11.46844,1.15144,10900.44,291.75505,56.61164,43.72753,12.88411,1.41,10900.44,199.74646,32.99577,21.86376,11.13201,1.09,10900.44,313.62062,92620,92620,92620,4,2,27.93845,17.37444,10.56401,1.58337,16096.32,279.68835,40.71183,29.15137,11.56046,1.85,16096.32,199.74646,24.90289,14.57569,10.32721,1.52,16096.32,298.6863
'06001402700',77183,77183,77183,2.65,1.19,36.53692,26.35132,10.1856,1.30274,11803.25676,299.25871,44.70592,33.40121,11.30471,1.54662,11876.63294,229.58764,32.79204,23.11946,9.67257,1.19094,11769.61915,331.1978,11720,11720,11720,1,1,137.38452,102.54463,34.83988,0.55473,8959.8331,293.52602,206.69004,168.33969,38.35035,0.70529,9182.50941,203.20552,105.61299,72.38241,33.23059,0.48571,8857.75227,334.93138,29126,29126,29126,1,1,62.76181,46.15773,16.60407,0.74159,9153.28123,274.88114,86.5252,68.52883,17.99637,0.88529,9314.30118,182.67083,51.86803,35.90222,15.96581,0.67571,9079.46535,317.15283,58251,58251,58251,1,1,35.08555,25.57329,9.51226,0.88518,9414.41325,260.64004,45.61578,35.41833,10.19745,1.02529,9491.86588,165.86973,30.25821,21.06006,9.19815,0.82094,9378.90688,304.08531,61746,61746,61746,2,0,38.45061,32.39296,6.05766,0.84217,0,321.79537,49.77925,42.23508,7.54418,1.10662,0,244.27488,33.25726,27.88107,5.3762,0.72094,0,357.33285,32200,32200,32200,3,1,67.08127,47.26212,19.81914,1.10804,10044.24961,328.85983,86.4738,63.78699,22.68681,1.38529,10241.95765,264.80956,58.19121,39.68668,18.50453,0.98094,9953.61492,358.2222,61746,61746,61746,2.65,1.19,43.60487,31.24543,12.35944,1.25547,11537.94287,304.11121,51.38333,37.57452,13.8088,1.50529,11647.75235,234.94093,40.03901,28.344,11.69501,1.14094,11487.60324,335.82073,92620,92620,92620,4,2,34.22347,23.02977,11.1937,1.68903,16845.0429,295.12818,41.59818,29.39506,12.20312,1.94662,16925.80765,236.80772,30.84271,20.11175,10.73095,1.57094,16808.01816,321.86386
'06001402800',77183,77183,77183,2.65,1.19,29.95307,21.65593,8.29713,0.97078,9565.6378,495.52975,45.69881,35.82753,9.87128,1.31339,9211.6324,462.33122,28.70863,20.53591,8.17272,0.9437,9593.61602,498.15354,11720,11720,11720,1,1,100.90084,75.38012,25.52072,0.25462,7022.54179,497.07561,141.38519,110.99315,30.39204,0.46628,6835.45388,436.19617,97.70123,72.5655,25.13573,0.23789,7037.32797,501.88712,29126,29126,29126,1,1,47.52789,34.86097,12.66693,0.44441,7177.01056,479.86431,72.1016,57.40053,14.70107,0.65339,6936.13488,413.7947,45.58575,33.07959,12.50616,0.42789,7196.04776,485.08601,58251,58251,58251,1,1,27.06937,19.60134,7.46803,0.59367,7386.98622,466.66006,44.22313,35.75805,8.46508,0.79339,7073.32165,398.86038,25.71365,18.32442,7.38923,0.57789,7411.77617,472.01849,61746,61746,61746,2,0,31.51497,27.1077,4.40726,0.50686,0,520.84441,51.91447,45.29819,6.61628,0.87339,0,477.26553,29.90273,25.67005,4.23268,0.47789,0,524.28859,32200,32200,32200,3,1,51.79015,36.1767,15.61345,0.7678,7858.4886,524.07852,82.44525,62.96597,19.47928,1.14628,7610.30479,497.80022,49.36738,34.05946,15.30792,0.73789,7878.10338,526.15538,61746,61746,61746,2.65,1.19,36.75841,26.74201,10.0164,0.92487,9322.60315,501.13012,52.29232,40.30546,11.98686,1.26628,9000.46116,467.93159,35.53072,25.67005,9.86067,0.89789,9348.0631,503.75391,92620,92620,92620,4,2,27.73542,18.16918,9.56625,1.35634,14401.35022,487.42639,42.49825,31.53059,10.96766,1.71628,14013.14281,469.79838,26.56867,17.11318,9.45549,1.32789,14432.03153,488.81959
'06001402900',77183,77183,77183,2.65,1.19,26.62868,17.60302,9.02566,1.11577,11053.8,286.99015,38.64701,27.20806,11.43895,1.61,11053.8,244.54941,26.48838,17.4909,8.99749,1.11,11053.8,287.48557,11720,11720,11720,1,1,103.88141,74.73458,29.14684,0.41404,7985.52,290.37909,217.16209,179.18089,37.9812,0.76,7985.52,218.41436,102.55907,73.51536,29.04371,0.41,7985.52,291.21914,29126,29126,29126,1,1,60.99175,46.64746,14.34429,0.60404,8306.28,271.66812,90.25249,72.10053,18.15196,0.95,8306.28,196.01289,60.65019,46.35034,14.29985,0.6,8306.28,272.55125,58251,58251,58251,1,1,31.764,23.32413,8.43987,0.75392,8740.44,258.57905,46.44005,36.05088,10.38917,1.09,8740.44,181.07857,31.59269,23.17557,8.41712,0.75,8740.44,259.48372,61746,61746,61746,2,0,26.86754,22.00392,4.86363,0.656,0,312.99596,41.98941,34.0103,7.97911,1.17,0,259.48372,26.69102,21.86376,4.82726,0.65,0,313.62062,32200,32200,32200,3,1,59.19002,42.19422,16.9958,0.91612,8988.84,313.2329,87.79171,65.21739,22.57432,1.44,8988.84,280.01841,58.85615,41.92547,16.93068,0.91,8988.84,313.62062,61746,61746,61746,2.65,1.19,32.93137,22.00392,10.92746,1.07565,10712.52,290.74527,47.89638,34.0103,13.88608,1.56,10712.52,250.14978,32.75668,21.86376,10.89292,1.07,10712.52,291.21914,92620,92620,92620,4,2,24.90118,14.66912,10.23206,1.50588,16080.12,277.85006,34.98372,22.67329,12.31043,2.01,16080.12,252.01657,24.78348,14.57569,10.2078,1.5,16080.12,278.15162
'06001403000',77183,77183,77183,2.65,1.19,33.05329,24.18905,8.86424,1.07989,9961.02499,449.55821,42.23902,32.38907,9.84996,1.29672,9849.52033,407.23551,30.77089,22.15158,8.61931,1.02602,9988.73084,460.07424,11720,11720,11720,1,1,104.44132,76.10089,28.34043,0.34634,7510.8186,447.3473,145.86894,115.18771,30.68123,0.44742,7690.55164,381.10046,94.1477,66.38889,27.75881,0.32122,7466.15988,463.80781,29126,29126,29126,1,1,55.10886,41.29124,13.81762,0.53435,7640.47674,428.28199,61.28811,46.61865,14.66946,0.62742,7730.5382,360.43572,53.57348,39.96752,13.60596,0.51122,7618.09894,445.13992,58251,58251,58251,1,1,31.46447,23.41289,8.05157,0.68236,7816.44979,414.49729,40.09305,31.68493,8.40812,0.76742,7785.25967,343.76467,29.3205,21.35752,7.96298,0.66122,7824.19967,432.0724,61746,61746,61746,2,0,35.32519,30.32647,4.99872,0.61818,0,473.46408,47.26294,40.9386,6.32434,0.84742,0,422.16983,32.35898,27.68965,4.66934,0.56122,0,486.20929,32200,32200,32200,3,1,59.46516,42.50605,16.9591,0.88216,8346.63993,477.55091,74.79793,55.27365,19.52428,1.12742,8410.57967,442.70451,55.65539,39.33366,16.32173,0.82122,8330.75267,486.20929,61746,61746,61746,2.65,1.19,40.19073,29.46286,10.72787,1.0342,9732.52835,453.66332,48.55724,36.5993,11.95793,1.24742,9674.04689,412.83588,38.11189,27.68965,10.42224,0.98122,9747.05939,463.80781,92620,92620,92620,4,2,30.47124,20.44772,10.02352,1.46804,14660.21775,443.56804,39.34922,28.44924,10.89997,1.69672,14476.19607,414.70267,28.26531,18.45957,9.80575,1.41122,14705.94208,450.74029
'06001403100',77183,77183,77183,2.65,1.19,34.69174,24.66845,10.02329,1.2598,11942.64,308.98375,44.0835,33.02282,11.06068,1.49,11942.64,242.68262,29.80393,20.32054,9.4834,1.14,11942.64,343.48925,11720,11720,11720,1,1,131.29338,96.94539,34.34799,0.51188,9308.52,301.85449,177.94328,140.78498,37.1583,0.65,9308.52,214.68078,107.0151,74.12969,32.88541,0.44,9308.52,347.22283,29126,29126,29126,1,1,59.92538,43.56223,16.36314,0.69846,9497.52,283.77541,74.161,56.65042,17.51058,0.83,9497.52,194.1461,52.51665,36.75067,15.76598,0.63,9497.52,330.42172,58251,58251,58251,1,1,34.42783,25.07384,9.35399,0.83846,9752.4,270.06889,41.81601,31.84838,9.96763,0.97,9752.4,179.21178,30.58275,21.54813,9.03463,0.77,9752.4,317.3542,61746,61746,61746,2,0,35.2683,29.45543,5.81287,0.80007,0,330.64587,48.97864,41.76465,7.21399,1.05,0,255.75015,28.13294,23.04927,5.08368,0.67,0,369.6243,32200,32200,32200,3,1,65.17074,45.69812,19.47262,1.06692,10137.96,338.90257,77.52241,55.45342,22.06899,1.33,10137.96,276.28483,58.74249,40.62112,18.12137,0.93,10137.96,371.49109,61746,61746,61746,2.65,1.19,40.74511,28.58185,12.16326,1.21323,11679.12,314.58412,50.66015,37.15868,13.50147,1.45,11679.12,248.28299,35.58497,24.11816,11.46681,1.09,11679.12,349.08962,92620,92620,92620,4,2,33.40631,22.35881,11.0475,1.65007,16852.32,305.40072,41.08568,29.07363,12.01205,1.9,16852.32,250.14978,29.40968,18.86418,10.54551,1.52,16852.32,334.1553
'06001403300',77183,77183,77183,2.65,1.19,33.6519,23.89449,9.75742,1.19429,11709.09217,376.13117,44.27426,33.2391,11.03516,1.46775,11969.85051,285.43684,30.60403,21.21324,9.3908,1.11582,11634.27275,402.1541,11720,11720,11720,1,1,139.25396,105.98126,33.27271,0.46085,9015.77419,372.78911,215.85797,179.18089,36.67709,0.61775,9251.41958,257.435,117.27397,84.97808,32.29589,0.41582,8948.16044,405.88768,29126,29126,29126,1,1,59.88879,43.98392,15.90487,0.64862,9198.38143,354.60798,89.39422,72.10053,17.29369,0.79775,9441.96407,236.90032,51.42279,35.91642,15.50637,0.60582,9128.49024,388.38184,58251,58251,58251,1,1,36.34124,27.18826,9.15298,0.79639,9445.57083,339.89764,45.89699,36.05088,9.8461,0.93775,9699.82322,220.5145,33.59941,24.6453,8.9541,0.75582,9372.61816,374.15226,61746,61746,61746,2,0,34.33977,28.80253,5.53725,0.73098,0,399.35272,49.2126,42.03933,7.17327,1.02775,0,298.50437,30.07231,25.00449,5.06782,0.64582,0,428.28915,32200,32200,32200,3,1,68.8956,50.01378,18.88182,1.00098,9873.54315,404.83404,87.1049,65.21739,21.88751,1.29775,10106.06568,319.03905,63.67081,45.6514,18.0194,0.91582,9806.82543,429.45121,61746,61746,61746,2.65,1.19,40.16148,28.30612,11.85536,1.15206,11449.1856,379.95733,50.81236,37.40956,13.4028,1.41775,11705.25966,289.5857,37.10542,25.69407,11.41136,1.07582,11375.71025,405.88768,92620,92620,92620,4,2,32.11152,21.23948,10.87204,1.58652,16811.48253,370.12693,41.26326,29.26828,11.99498,1.86775,17106.98263,291.03721,29.48561,18.93578,10.54983,1.50582,16726.69466,392.82015
