tract,hh_type1_income_min,hh_type1_income_max,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income_min,hh_type2_income_max,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income_min,hh_type3_income_max,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income_min,hh_type4_income_max,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income_min,hh_type5_income_max,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income_min,hh_type6_income_max,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income_min,hh_type7_income_max,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income_min,hh_type8_income_max,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent
'06001433800',77183,77183,77183,2.65,1.19,40.47708,27.74221,12.73487,1.6073,16300.49851,217.60007,46.28871,32.33914,13.94957,1.85228,16545.13843,172.44748,36.02464,24.22038,11.80426,1.41962,16113.07416,252.19253,11720,11720,11720,1,1,145.722,96.78767,48.93432,0.84496,12960.27693,207.97472,152.02226,98.84761,53.17465,1.00856,13196.48104,145.38507,140.89522,95.20951,45.68571,0.71962,12779.31546,255.92611,29126,29126,29126,1,1,63.73396,41.35065,22.3833,1.03062,13105.57507,188.17791,69.26421,45.13415,24.13006,1.18856,13330.06435,124.11473,59.4971,38.45203,21.04507,0.90962,12933.5886,237.25821,58251,58251,58251,1,1,38.74241,26.29187,12.45055,1.17062,13302.30973,173.80993,44.5474,31.18158,13.36582,1.32856,13510.86094,108.04929,34.29508,22.54574,11.74934,1.04962,13142.53378,224.19069,61746,61746,61746,2,0,42.74881,34.19263,8.55618,1.15031,2315.39388,238.4741,51.0425,40.8885,10.154,1.41228,2524.0719,186.45444,36.39483,29.06278,7.33205,0.94962,2155.52079,278.32758,32200,32200,32200,3,1,73.33721,47.60304,25.73416,1.41738,14708.55034,247.38181,82.97942,54.2909,28.68852,1.68856,14982.66017,206.98912,65.95008,42.47932,23.47076,1.20962,14498.54841,278.32758,61746,61746,61746,2.65,1.19,48.11107,32.55775,15.55332,1.56002,16062.79796,221.74117,53.4867,36.38909,17.09761,1.80856,16314.3741,177.12049,43.99267,29.62247,14.37021,1.36962,15870.05962,255.92611,92620,92620,92620,4,2,37.81279,24.34352,13.46928,1.99598,21983.80392,215.15197,43.01379,28.46291,14.55088,2.25228,22264.67856,178.98728,33.82819,21.18755,12.64063,1.79962,21768.61931,242.85858
'06001433900',77183,77183,77183,2.65,1.19,38.72034,27.05826,11.66207,1.40709,15211.12955,335.30443,46.70978,33.45054,13.25924,1.70537,16096.88934,261.93988,34.9049,24.00557,10.89933,1.26464,14788.12645,370.34038,11720,11720,11720,1,1,138.72316,94.70008,44.02308,0.65514,12349.84818,329.23626,174.19778,124.0255,50.17228,0.8575,13281.98907,234.33552,121.78192,80.69545,41.08647,0.5585,11904.69534,374.55702,29126,29126,29126,1,1,62.58184,42.2467,20.33514,0.84754,12464.08522,310.77303,77.01995,54.15819,22.86176,1.04537,13361.37145,213.40336,55.68678,36.55825,19.12853,0.75306,12035.57756,357.27286,58251,58251,58251,1,1,38.1742,26.81087,11.36333,0.98947,12619.42787,295.78733,45.40435,32.74428,12.66007,1.18537,13470.08828,197.29853,34.72137,23.97731,10.74406,0.89591,12213.18682,342.8216,61746,61746,61746,2,0,40.91077,33.7629,7.14787,0.94678,1074.42829,357.34442,51.40216,42.28179,9.12037,1.26537,1552.72916,275.40489,35.90051,29.69462,6.20588,0.79464,846.01111,396.47543,32200,32200,32200,3,1,71.71887,48.45057,23.26831,1.21157,13513.80421,365.24483,84.24701,57.1248,27.12221,1.5375,14480.21815,295.93957,65.73594,44.3081,21.42784,1.05591,13052.28396,398.34222,61746,61746,61746,2.65,1.19,46.63044,32.41399,14.21645,1.35928,14991.34776,340.16588,54.03759,37.80704,16.23055,1.65949,15897.32088,266.36974,43.09308,29.83849,13.25459,1.21591,14558.69158,375.40794,92620,92620,92620,4,2,35.74406,23.20837,12.53569,1.79441,20750.4844,331.02243,43.32299,29.3804,13.9426,2.10537,21665.32176,268.23653,32.12466,20.26086,11.8638,1.64591,20313.59504,361.00643
'06001434000',77183,77183,77183,2.65,1.19,41.5416,29.02547,12.51613,1.55274,16592.06079,207.31134,46.96115,33.05048,13.91066,1.84582,16724.51861,144.06414,39.09452,27.20806,11.88646,1.4204,16532.25233,235.86925,11720,11720,11720,1,1,150.57373,102.58363,47.9901,0.80492,13111.08758,201.17295,208.95451,156.381,52.57351,0.99582,13262.90553,116.0623,124.21315,78.29259,45.92056,0.71872,13042.53747,239.60283,29126,29126,29126,1,1,68.96531,46.89236,22.07295,0.99401,13338.23134,182.55336,91.13132,67.10876,24.02256,1.1829,13478.44805,95.52762,58.95673,37.76409,21.19264,0.90872,13274.91951,221.84795,58251,58251,58251,1,1,39.05323,26.73001,12.32322,1.1342,13646.54014,168.32442,50.20648,36.87953,13.32695,1.31979,13771.10925,78.72652,34.01723,22.14722,11.87001,1.0504,13590.29366,208.78042,61746,61746,61746,2,0,44.26753,36.36963,7.89789,1.09207,1486.69473,228.72438,51.35479,41.59485,9.75994,1.40582,1643.86863,157.13167,41.06743,34.0103,7.05713,0.9504,1415.72625,261.05052,32200,32200,32200,3,1,74.15346,49.11458,25.03887,1.3587,14700.70852,236.39821,93.79941,65.45628,28.34314,1.67582,14861.42043,177.66635,65.28275,41.73584,23.54691,1.21551,14628.14253,262.91731,61746,61746,61746,2.65,1.19,50.82369,35.53958,15.28411,1.50847,16305.57357,211.90418,55.91952,38.92647,16.99306,1.79582,16444.78816,148.53794,48.52277,34.0103,14.51247,1.37872,16242.71424,240.51584,92620,92620,92620,4,2,37.80211,24.46875,13.33336,1.94248,22490.15134,201.96594,43.00101,28.44515,14.55586,2.24582,22623.99667,149.66451,35.45465,22.67329,12.78137,1.80551,22429.71637,225.58153
'06001435102',77183,77183,77183,2.65,1.19,47.03867,31.37746,15.66122,1.94481,21802.52312,109.36373,50.07409,33.93541,16.13868,2.03513,21892.74071,108.6072,36.64097,22.61528,14.02569,1.6354,21493.48584,111.95519,11720,11720,11720,1,1,238.65495,174.30393,64.35102,1.13583,17940.90467,89.05175,263.68094,197.56079,66.12015,1.19513,18054.73991,81.27558,152.92927,94.63835,58.29092,0.9327,17550.96596,115.68876,29126,29126,29126,1,1,99.52785,70.77969,28.74816,1.3187,18162.62375,68.72798,108.95632,79.49641,29.45991,1.37513,18268.22448,60.07068,67.23092,40.92086,26.31006,1.1254,17800.89205,98.38328,58251,58251,58251,1,1,51.9579,36.1886,15.7693,1.46035,18463.36623,52.98145,55.87721,39.74889,16.12833,1.51513,18557.83681,43.93979,38.53242,23.99293,14.53949,1.2727,18139.7605,83.95335,61746,61746,61746,2,0,50.4576,38.87265,11.58495,1.49803,5711.42349,125.38406,54.95159,42.73096,12.22063,1.59513,5810.87097,121.67473,35.06359,25.65614,9.40745,1.1654,5370.76957,138.09024,32200,32200,32200,3,1,98.28906,65.87687,32.41218,1.77516,19919.56851,142.10525,105.48209,71.90722,33.57487,1.87513,20026.43608,142.87963,73.64959,45.22013,28.42946,1.4327,19553.49727,139.45265,61746,61746,61746,2.65,1.19,56.08084,36.83925,19.2416,1.9042,21519.05684,114.85012,59.59781,39.75372,19.84409,1.99513,21614.07035,114.20757,44.03358,26.85582,17.17776,1.5927,21193.5913,117.05117,92620,92620,92620,4,2,44.03306,27.9231,16.10996,2.34194,28219.68,112.10824,45.8087,29.28425,16.52445,2.43513,28305.64461,114.87778,37.95065,23.26054,14.69011,2.0227,27925.21118,102.62124
'06001435103',77183,77183,77183,2.65,1.19,51.00883,33.7783,17.23054,2.15504,24081.3705,65.63733,51.47107,34.18207,17.289,2.16651,24056.1075,69.49403,46.59404,29.92189,16.67215,2.04551,24322.65796,28.80189,11720,11720,11720,1,1,275.7658,204.20878,71.55702,1.32481,19315.41093,47.94796,282.13776,210.57583,71.56193,1.32264,19339.65865,49.85684,214.90712,143.39695,71.51017,1.34551,19083.82041,29.71624,29126,29126,29126,1,1,114.11494,82.17149,31.94345,1.50926,19696.23366,36.15866,116.65561,84.73353,31.92208,1.50651,19705.55308,37.26399,89.84897,57.70144,32.14753,1.53551,19607.22367,25.60168,58251,58251,58251,1,1,59.05911,41.57445,17.48466,1.64575,20211.01085,26.4853,59.82975,42.36749,17.46226,1.64264,20200.13712,26.96075,51.6987,34.00008,17.69862,1.67551,20314.86612,21.9443,61746,61746,61746,2,0,55.52437,42.15277,13.37159,1.7122,7376.46371,81.23242,56.37986,42.90825,13.47161,1.72651,7383.76731,84.42834,47.35355,34.9372,12.41635,1.57551,7306.70694,50.7081,32200,32200,32200,3,1,111.17022,75.37509,35.79513,1.9868,21943.80505,99.99781,112.63797,76.64437,35.9936,2.00264,21948.88558,104.96303,97.15168,63.25212,33.89955,1.83551,21895.28082,52.57488,61746,61746,61746,2.65,1.19,61.80915,40.66094,21.1482,2.11059,23704.99207,70.79356,62.37073,41.14192,21.22881,2.12264,23688.48115,75.0944,56.44545,36.06718,20.37827,1.99551,23862.68816,29.71624,92620,92620,92620,4,2,46.41863,28.8811,17.53754,2.55314,31007.07261,72.18012,46.67339,29.08122,17.59217,2.56651,30965.66885,76.96118,43.98544,26.96971,17.01573,2.42551,31402.52082,26.51603
'06001435104',77183,77183,77183,2.65,1.19,40.82821,28.17209,12.65612,1.54749,17180.63205,214.79261,48.48483,33.59062,14.89421,1.9397,18968.03148,105.76632,38.04747,26.20418,11.84329,1.40504,16531.48341,254.38883,11720,11720,11720,1,1,162.08245,113.43655,48.64589,0.80197,13462.32259,211.3494,172.92879,115.01161,57.91718,1.09282,15017.88568,79.52081,158.14327,112.86452,45.27875,0.69634,12897.37238,259.22697,29126,29126,29126,1,1,68.99521,46.58356,22.41166,0.98931,13839.32601,192.98757,77.47349,51.19702,26.27647,1.27282,15423.86769,61.33526,65.91607,44.90803,21.00803,0.88634,13263.85135,240.80112,58251,58251,58251,1,1,37.80387,25.19696,12.60691,1.13569,14349.98213,181.59358,48.09722,33.47972,14.6175,1.41282,15973.64095,55.21573,34.06553,22.18882,11.87671,1.03504,13760.30089,227.49155,61746,61746,61746,2,0,43.12681,35.1227,8.00411,1.08548,1876.77213,237.91412,53.2154,42.44566,10.76974,1.4997,3196.77657,120.59018,39.46283,32.46314,6.99969,0.93504,1397.37223,280.52389,32200,32200,32200,3,1,71.38943,46.28152,25.10791,1.34898,14925.69137,244.37283,88.90924,58.55592,30.35332,1.77282,16653.17183,141.12486,65.02658,41.8237,23.20287,1.19504,14298.30413,281.87049,61746,61746,61746,2.65,1.19,49.48514,34.08402,15.40111,1.49832,16806.06672,220.01138,56.38782,38.17932,18.2085,1.89282,18576.37278,111.36669,46.97822,32.59669,14.38152,1.35504,16163.12605,259.46901,92620,92620,92620,4,2,37.45966,24.03607,13.42359,1.93282,23038.70018,209.93484,44.84551,29.43043,15.41508,2.3397,25037.49089,113.23348,34.77726,22.07694,12.70031,1.78504,22312.77834,245.05489
'06001435200',77183,77183,77183,2.65,1.19,45.34519,29.70255,15.64265,1.9563,21482.07469,112.85434,47.9363,31.84796,16.08834,2.03925,21626.68658,107.43851,35.79586,21.7958,14.00006,1.6506,20949.11762,132.81403,11720,11720,11720,1,1,206.06599,142.20504,63.86095,1.13618,17626.5014,93.09408,224.01033,158.55128,65.45905,1.18925,17770.74792,81.30346,139.93339,81.96212,57.97127,0.9406,17094.89086,136.54761,29126,29126,29126,1,1,87.12369,58.60663,28.51706,1.32196,17741.63551,72.50927,92.97602,63.79939,29.17663,1.37388,17879.89003,59.76577,65.55536,39.46907,26.08629,1.1306,17232.10808,119.47452,58251,58251,58251,1,1,46.52444,30.91572,15.60871,1.46409,17897.54324,56.95357,48.96763,33.02922,15.93841,1.51388,18027.54049,43.96767,37.52023,23.12659,14.39364,1.2806,17418.44742,104.81219,61746,61746,61746,2,0,48.55956,36.96059,11.59897,1.5099,5489.64076,130.12116,52.45239,40.27663,12.17576,1.59925,5587.12043,122.37282,34.21281,24.73955,9.47326,1.1806,5130.38623,158.6771,32200,32200,32200,3,1,87.86397,55.42086,32.44311,1.77777,19890.63324,146.6716,92.15295,58.62979,33.52316,1.86925,20046.42534,142.90751,72.05724,43.59459,28.46266,1.4406,19316.47232,160.54389,61746,61746,61746,2.65,1.19,52.89497,33.71586,19.17912,1.9063,21262.14089,118.05629,55.57781,35.83948,19.73833,1.98925,21410.33337,113.03888,43.00758,25.8894,17.11818,1.6006,20715.98781,136.54761,92620,92620,92620,4,2,42.49398,26.36702,16.12696,2.35204,28069.07177,116.67763,44.55568,28.02884,16.52684,2.43925,28236.26329,114.90567,34.89573,20.24251,14.65323,2.0306,27452.89907,123.2081
'06001435300',77183,77183,77183,2.65,1.19,39.85571,26.58707,13.26864,1.64891,17716.52072,194.49544,47.65505,32.93423,14.72082,1.94658,17902.46737,142.33575,34.88876,22.54492,12.34383,1.45934,17598.10206,227.71293,11720,11720,11720,1,1,155.89789,103.9689,51.92899,0.89005,14102.61986,186.09069,201.66669,144.33898,57.32771,1.10286,14271.30744,114.8708,126.75039,78.25953,48.49086,0.75452,13995.19251,231.44651,29126,29126,29126,1,1,69.74938,46.07474,23.67465,1.0776,14310.82372,167.07825,84.44719,58.49421,25.95298,1.28658,14477.42321,93.79922,60.38919,38.16549,22.22371,0.94452,14204.72615,213.74542,58251,58251,58251,1,1,41.49742,28.32918,13.16824,1.22205,14592.48911,152.44646,47.71786,33.37381,14.34405,1.42658,14756.30777,78.22927,37.53598,25.11655,12.41943,1.09179,14488.16248,199.71109,61746,61746,61746,2,0,41.80861,33.02665,8.78196,1.19058,2396.00882,215.2054,52.31263,41.64171,10.67092,1.50658,2503.97018,155.94017,35.11921,27.54022,7.57899,0.98934,2327.25448,252.948,32200,32200,32200,3,1,78.03634,51.22349,26.81285,1.45841,15888.55439,224.33526,89.1944,58.93194,30.26245,1.78286,16076.21415,176.47485,70.93042,46.31443,24.61599,1.25179,15769.04476,254.81479,61746,61746,61746,2.65,1.19,47.63974,31.42324,16.21649,1.60285,17442.12293,198.70803,55.11157,37.06296,18.04862,1.90286,17629.3077,147.30048,42.88136,27.83164,15.04972,1.41179,17322.91579,231.44651,92620,92620,92620,4,2,37.08332,23.07761,14.00571,2.03931,23798.80985,190.90112,44.27437,28.98241,15.29196,2.34945,24019.47312,149.16727,32.50377,19.31719,13.18657,1.84179,23658.28219,217.479
'06001435400',77183,77183,77183,2.65,1.19,36.1301,24.47048,11.65963,1.44863,15254.48472,215.43553,46.99834,33.71559,13.28275,1.76464,15678.00136,172.35749,31.6405,20.65137,10.98912,1.31809,15079.53241,233.23082,11720,11720,11720,1,1,149.73307,106.43901,43.29406,0.7036,11988.40448,210.3016,219.07576,169.47286,49.60291,0.9226,12531.54566,145.75751,121.088,80.40009,40.68792,0.61313,11764.03595,236.9644,29126,29126,29126,1,1,67.43187,47.31885,20.11302,0.89191,12219.71212,191.08798,94.03733,71.36763,22.6697,1.1026,12708.13992,125.22282,56.44131,37.38444,19.05687,0.80487,12017.94538,218.2965,58251,58251,58251,1,1,38.35907,27.03377,11.3253,1.03419,12533.18197,176.92901,52.04532,39.41957,12.62575,1.2426,12946.99109,108.42172,32.70536,21.91727,10.78809,0.94809,12362.23978,205.22898,61746,61746,61746,2,0,36.15448,28.96906,7.18543,0.9874,1262.69871,237.2645,51.6898,42.36081,9.32899,1.32464,1679.87683,186.82687,29.73693,23.437,6.29993,0.84809,1090.3648,258.1,32200,32200,32200,3,1,72.92124,49.80376,23.11748,1.25265,13414.8605,244.58854,97.46066,70.34956,27.1111,1.6026,13953.11094,207.36156,62.78415,41.31641,21.46774,1.10809,13192.5123,259.96679,61746,61746,61746,2.65,1.19,43.36237,29.14918,14.21319,1.40453,14966.20157,219.71483,56.59969,40.33097,16.26872,1.7226,15422.1677,177.95786,37.8941,24.53004,13.36406,1.27313,14777.84455,236.9644,92620,92620,92620,4,2,34.50235,21.98824,12.51411,1.83521,20726.42833,209.98137,42.73906,28.78263,13.95643,2.16713,21166.21087,179.35972,31.09981,19.18152,11.91829,1.69809,20544.75666,222.631
'06001435500',77183,77183,77183,2.65,1.19,39.87236,27.70561,12.16676,1.51955,15970.78269,196.0175,45.38558,31.7727,13.61288,1.81892,16165.46067,134.79738,36.97359,25.56719,11.4064,1.36215,15868.4237,228.2062,11720,11720,11720,1,1,147.58136,101.65058,45.93079,0.7688,12596.79146,189.28444,182.70562,131.61161,51.09402,0.97622,12786.87703,108.15767,129.11351,85.89748,43.21603,0.65974,12496.84709,231.93978,29126,29126,29126,1,1,64.58895,43.39333,21.19562,0.95535,12828.1572,170.43187,79.05414,55.72134,23.3328,1.15622,13010.13732,86.26085,56.98335,36.91143,20.07193,0.84974,12732.47457,214.68782,58251,58251,58251,1,1,37.37105,25.47671,11.89434,1.09879,13141.70978,156.13931,45.76932,32.76801,13.00131,1.29622,13312.87321,71.32654,32.95536,21.64305,11.31231,0.99498,13051.71442,200.73269,61746,61746,61746,2,0,42.16379,34.41586,7.74793,1.06175,1689.99255,218.11887,49.81206,40.16837,9.64369,1.37892,1865.22459,149.22703,38.14243,31.39127,6.75116,0.89498,1597.85796,254.34125,32200,32200,32200,3,1,71.00792,46.70923,24.29869,1.32771,14128.3294,226.12314,85.72706,57.9553,27.77176,1.65622,14343.31981,169.76172,63.26881,40.7962,22.4726,1.15498,14015.29042,255.75719,61746,61746,61746,2.65,1.19,47.90213,33.06372,14.83841,1.47392,15682.19743,200.74065,52.42169,35.75359,16.6681,1.77622,15881.58603,140.39775,45.52581,31.64942,13.87639,1.31498,15577.36166,232.46811,92620,92620,92620,4,2,36.8868,23.90654,12.98026,1.9083,21589.6612,192.29931,42.21418,27.96005,14.25412,2.21892,21807.02153,141.75988,34.08574,21.77526,12.31049,1.74498,21475.37615,218.87225
'06001435601',77183,77183,77183,2.65,1.19,37.79874,25.4526,12.34614,1.51567,16355.00959,249.3891,46.82934,32.78712,14.04221,1.83864,17179.3994,170.84744,33.94391,22.32177,11.62214,1.37781,16003.10815,282.91562,11720,11720,11720,1,1,151.64728,104.49,47.15728,0.76678,12949.61431,243.62865,199.21741,145.39139,53.82602,0.99864,13746.29353,142.8456,131.34136,87.03072,44.31064,0.66781,12609.54149,286.6492,29126,29126,29126,1,1,65.04893,43.37778,21.67115,0.95379,13152.40642,225.49877,82.91063,58.50399,24.40664,1.17864,13920.26664,122.31091,57.42444,36.92097,20.50347,0.85781,12824.63536,269.54584,58251,58251,58251,1,1,41.36685,29.22865,12.1382,1.1008,13426.13872,210.21782,47.3384,33.82101,13.51739,1.31864,14154.64991,105.50981,38.81781,27.26834,11.54947,1.00781,13115.16431,254.91378,61746,61746,61746,2,0,39.67515,31.96131,7.71384,1.05465,1340.07458,271.40301,51.38338,41.47003,9.91334,1.39864,2064.70629,183.91496,34.67735,27.90239,6.77495,0.90781,1030.75617,308.74842,32200,32200,32200,3,1,77.42015,52.72035,24.6998,1.32063,14519.72193,278.85452,88.88093,60.04217,28.83877,1.67864,15417.26767,204.44965,72.52797,49.59494,22.93303,1.16781,14136.59293,310.61521,61746,61746,61746,2.65,1.19,45.6546,30.59743,15.05717,1.46867,16083.45191,253.12268,54.13795,36.91102,17.22693,1.79864,16924.74517,174.58102,42.03337,27.90239,14.13098,1.32781,15724.33501,286.6492,92620,92620,92620,4,2,34.84788,21.67187,13.17601,1.90307,22222.65308,244.52293,43.56438,28.865,14.69939,2.24336,23144.02991,176.44781,31.12713,18.60139,12.52573,1.75781,21829.35146,273.58168
'06001435602',77183,77183,77183,2.65,1.19,39.21783,26.15303,13.0648,1.62974,17350.3075,187.89106,46.51846,32.03355,14.48491,1.92043,17660.85429,120.08789,34.94577,22.71197,12.2338,1.45964,17168.58734,227.56689,11720,11720,11720,1,1,150.16431,99.54891,50.6154,0.87407,13647.65743,180.4116,184.66094,128.90054,55.7604,1.07686,13942.73829,93.44614,129.9782,82.37346,47.60474,0.7554,13474.98734,231.30047,29126,29126,29126,1,1,67.75716,44.61637,23.14079,1.06169,13848.17648,162.23224,80.07594,54.78169,25.29425,1.26043,14128.452,72.91146,60.54868,38.66801,21.88067,0.9454,13684.16991,214.49937,58251,58251,58251,1,1,42.0437,29.16175,12.88195,1.20437,14119.88512,147.78647,46.5661,32.57234,13.99376,1.40043,14379.984,56.11036,39.39736,27.166,12.23136,1.08964,13967.68514,201.43184,61746,61746,61746,2,0,41.39541,32.8644,8.53101,1.17082,2045.42247,209.70432,50.91529,40.51057,10.40472,1.48043,2345.01943,134.51551,35.82474,28.39015,7.43459,0.98964,1870.10972,253.70194,32200,32200,32200,3,1,78.87532,52.52447,26.35085,1.43688,15565.867,218.46235,87.40054,57.61597,29.78456,1.75686,15918.39771,155.05019,73.88669,49.54512,24.34157,1.24964,15359.57944,255.56873,61746,61746,61746,2.65,1.19,47.17231,31.21648,15.95583,1.58212,17079.7408,193.30438,53.80513,36.04648,17.75865,1.87686,17399.09314,125.18156,43.29104,28.39015,14.90089,1.40964,16892.86796,233.16726,92620,92620,92620,4,2,36.18786,22.34842,13.83944,2.01713,23505.97147,184.57219,43.29689,28.19613,15.10076,2.32043,23857.86343,127.04835,32.02793,18.92656,13.10137,1.83964,23300.05768,218.23295
'06001435700',77183,77183,77183,2.65,1.19,43.52684,29.47066,14.05618,1.77646,18632.12824,144.55431,46.20122,31.54048,14.66074,1.89324,18806.3529,128.72123,37.55137,24.84597,12.70541,1.51555,18242.85132,179.93078,11720,11720,11720,1,1,177.67708,122.30133,55.37575,0.97243,15164.8293,127.06756,182.30147,124.8764,57.42507,1.04579,15336.14467,101.73711,167.34465,116.54775,50.79689,0.80852,14782.05271,183.66436,29126,29126,29126,1,1,77.49258,52.50186,24.99071,1.15789,15244.77796,107.17032,81.30038,55.47011,25.83027,1.22922,15398.64,81.20243,68.98465,45.8698,23.11486,0.99852,14900.99805,165.19137,58251,58251,58251,1,1,43.24421,29.47767,13.76654,1.29862,15353.08476,91.46331,45.9,31.72767,14.17233,1.36579,15483.28037,64.40133,37.31028,24.45041,12.85987,1.14852,15062.18367,151.92894,61746,61746,61746,2,0,46.69154,36.74433,9.94721,1.32673,3723.40382,162.36515,50.62562,39.88169,10.74393,1.45125,3900.42168,142.80648,37.90146,29.7344,8.16706,1.04852,3327.88594,206.06583,32200,32200,32200,3,1,81.64496,52.74992,28.89504,1.59678,17148.54525,176.61113,86.23925,55.85558,30.38367,1.72579,17369.98654,163.34116,71.37977,45.81084,25.56893,1.30852,16653.77039,206.26074,61746,61746,61746,2.65,1.19,51.1146,33.89662,17.21798,1.72915,18433.25174,148.99095,53.46678,35.48986,17.97692,1.84579,18617.73645,133.47253,45.85902,30.33678,15.52224,1.46852,18021.05039,183.66436,92620,92620,92620,4,2,40.61381,25.91845,14.69537,2.1712,24746.6536,146.24032,42.99891,27.76272,15.23619,2.29324,24954.45308,135.33932,35.2847,21.79771,13.48699,1.89852,24282.35916,170.59683
'06001435800',77183,77183,77183,2.65,1.19,44.6806,30.03918,14.64141,1.86007,19177.79342,156.48212,47.07512,32.01588,15.05925,1.94673,19182.37329,145.54336,38.25815,24.73742,13.52073,1.62763,19165.50961,185.82134,11720,11720,11720,1,1,187.02141,128.56862,58.45279,1.05124,15583.71947,137.78482,189.12841,129.53636,59.59205,1.09933,15598.1345,118.48299,181.37016,125.97301,55.39714,0.92225,15545.05643,189.55492,29126,29126,29126,1,1,80.86366,54.58503,26.27864,1.23903,15619.61535,117.29484,82.58139,55.84662,26.73477,1.28429,15633.09903,97.00684,76.25649,51.20127,25.05522,1.11763,15583.4503,171.70997,58251,58251,58251,1,1,45.08337,30.66665,14.41672,1.37953,15667.75395,102.3417,47.02955,32.37485,14.6547,1.42429,15679.95758,81.54446,39.86345,26.08502,13.77843,1.25947,15635.02218,158.12269,61746,61746,61746,2,0,48.1272,37.50768,10.61952,1.41192,4060.35153,173.59377,51.67994,40.48653,11.19341,1.50673,4087.9719,159.55236,38.59826,29.51801,9.08025,1.15763,3986.26998,211.25472,32200,32200,32200,3,1,85.10247,54.79905,30.30342,1.68236,17821.10858,188.96567,88.38921,57.06099,31.32821,1.77933,17828.07851,180.08704,76.28698,48.7322,27.55478,1.42225,17802.41429,212.77934,61746,61746,61746,2.65,1.19,52.39117,34.42959,17.96158,1.81322,19004.49391,161.27319,54.5018,36.02054,18.48126,1.89933,19009.62467,150.61567,46.73018,30.16246,16.56772,1.58225,18990.73253,189.85811,92620,92620,92620,4,2,41.67161,26.43872,15.23289,2.25514,25514.05543,158.52183,43.78296,28.17649,15.60647,2.34673,25507.84453,152.0852,36.00867,21.77778,14.23089,2.00947,25530.71387,175.78572
