tractid,lep_Spanish,lep_French,lep_French_creole,lep_Italian,lep_Portuguese,lep_German,lep_Yiddish,lep_O_westGermanic,lep_Scandinavian,lep_Greek,lep_Russian,lep_Polish,lep_SerboCroatian,lep_O_Slavic,lep_Armenian,lep_Persian,lep_Gujarati,lep_Hindi,lep_Urdu,lep_O_Indic,lep_O_Indo,lep_Chinese,lep_Japanese,lep_Korean,lep_Cambodian,lep_Hmong,lep_Thai,lep_Laotian,lep_Vietnamese,lep_O_Asian,lep_Tagalog,lep_O_Pacific,lep_Navajo,lep_O_NorthAmerican,lep_Hungarian,lep_Arabic,lep_Hebrew,lep_Africanlang,lep_O_Unspecified,POB_UK_exclu_EnglandScotland,POB_England,POB_Scotland,POB_Ireland,POB_Denmark,POB_Norway,POB_Sweden,POB_Other_Northern_Europe,POB_Austria,POB_Belgium,POB_France,POB_Germany,POB_Netherlands,POB_Switzerland,POB_Other_Western_Europe,POB_Greece,POB_Italy,POB_Portugal,POB_Spain,POB_Other_Southern_Europe,POB_Albania,POB_Belarus,POB_Bulgaria,POB_Croatia,POB_Czechoslovakia,POB_Hungary,POB_Latvia,POB_Lithuania,POB_Macedonia,POB_Moldova,POB_Poland,POB_Romania,POB_Russia,POB_Ukraine,POB_Bosnia_and_Herzegovina,POB_Yugoslavia,POB_Serbia,POB_Other_Eastern_Europe,POB_China_exclu_HK_Taiwan,POB_HongKong,POB_Taiwan,POB_Japan,POB_Korea,POB_Other_Eastern_Asia,POB_Afghanistan,POB_Bangladesh,POB_India,POB_Iran,POB_Kazakhstan,POB_Nepal,POB_Pakistan,POB_Sri_Lanka,POB_Uzbekistan,POB_Other_South_Central_Asia,POB_Cambodia,POB_Indonesia,POB_Laos,POB_Malaysia,POB_Burma,POB_Philippines,POB_Singapore,POB_Thailand,POB_Vietnam,POB_Other_South_Eastern_Asia,POB_Iraq,POB_Israel,POB_Jordan,POB_Kuwait,POB_Lebanon,POB_Saudi_Arabia,POB_Syria,POB_Yemen,POB_Turkey,POB_Armenia,POB_Other_Western_Asia,POB_Eritrea,POB_Ethiopia,POB_Kenya,POB_Other_Eastern_Africa,POB_Cameroon,POB_Other_Middle_Africa,POB_Egypt,POB_Morocco,POB_Sudan,POB_Other_Northern_Africa,POB_South_Africa,POB_Other_Southern_Africa,POB_Cape_Verde,POB_Ghana,POB_Liberia,POB_Nigeria,POB_Sierra_Leone,POB_Other_Western_Africa,POB_Australia,POB_other_AusNewzealand_sub,POB_Fiji,POB_Bahamas,POB_Barbados,POB_Cuba,POB_Dominica,POB_Dominican_Republic,POB_Grenada,POB_Haiti,POB_Jamaica,POB_StVincent_grenadines,POB_Trinidad_and_Tobago,POB_West_Indies,POB_Other_Caribbean,POB_Mexico,POB_Belize,POB_Costa_Rica,POB_El_Salvador,POB_Guatemala,POB_Honduras,POB_Nicaragua,POB_Panama,POB_Other_Central_America,POB_Argentina,POB_Bolivia,POB_Brazil,POB_Chile,POB_Colombia,POB_Ecuador,POB_Guyana,POB_Peru,POB_Uruguay,POB_Venezuela,POB_Other_South_America,POB_Canada,POB_Other_Northern_America,pct_ba,pct_poor_ns,lbrfrc_rate,runemply,pct_welfare,pov_idx,lbr_idx,haz_idx,tcost_idx,trans_idx,hh_tot_1_m_hus_pb,hh_white_1_m_hus_pb,hh_black_1_m_hus_pb,hh_amer_ind_1_m_hus_pb,hh_ai_pi_1_m_hus_pb,hh_hisp_1_m_hus_pb,hh_othr_race_1_m_hus_pb,hh_tot_husholds,hh_white_all,hh_black_all,hh_ai_pi_all,hh_amer_ind_all,hh_hisp_all,hh_othr_race_all,hh_tot_1_m_sv_hus_pb,hh_white_1_m_hus_pb_sv,hh_black_1_m_hus_pb_sv,hh_amer_ind_1_m_hus_pb_sv,hh_ai_pi_1_m_hus_pb_sv,hh_hisp_1_m_hus_pb_sv,hh_othr_race_1_m_hus_pb_sv,hh_hhsize_lt5_fam_1_m_pb,hh_hhsize_5m_fam_1_m_pb,hh_not_fam_1_m_pb,hh_hhsize_lt5_fam_tot,hh_hhsize_5m_fam_tot,hh_not_fam_tot,hh_white_severe_burden,hh_black_severe_burden,hh_hisp_severe_burden,hh_other_severe_burden,hh_ai_severe_burden,hh_ai_pi_severe_burden,hh_all_severe_burden,hh_size_lt5_fam_sev_burden,hh_not_fam_sev_burden,hh_size_5more_fam_sev_burden,hh_perc_1_m_hus_pb,hh_perc_white_1_m_hus_pb,hh_perc_black_1_m_hus_pb,hh_perc_ai_pi_1_m_hus_pb,hh_perc_amer_ind_1_m_hus_pb,hh_perc_hisp_1_m_hus_pb,hh_perc_othr_race_1_m_hus_pb,hh_perc_1_m_sv_hus_pb,hh_perc_white_1_m_hus_pb_sv,hh_perc_black_1_m_hus_pb_sv,hh_perc_ai_pi_1_m_hus_pb_sv,hh_perc_amer_ind_1_m_hus_pb_sv,hh_perc_hisp_1_m_hus_pb_sv,hh_perc_o_race_1_m_hus_pb_sv,hh_perc_hhsize_lt5_fam_1_m_pb,hh_perc_hhsize_5m_fam_1_m_pb,hh_perc_not_fam_1_m_pb,hh_perc_all_sev_burden,hh_perc_white_severe_burden,hh_perc_black_severe_burden,hh_perc_ai_pi_severe_burden,hh_perc_ai_severe_burden,hh_perc_hisp_severe_burden,hh_perc_other_severe_burden,hh_perc_hh_lt5_fam_sev_burden,hh_perc_hh_5more_fam_sev_burden,hh_perc_not_fam_sev_burden,Pop_with_disability_5_17,Pop_disability_18_64,Pop_Disability_over64,Total_Hear,Total_Vision,Total_Cognitive,Total_Ambulatory,Total_Self_Care,Total_Indep_Living,perc_disabled_age_5_17,perc_disabled_age_18_64,perc_disabled_age_over64,perc_Total_Hear,perc_Total_Vision,perc_Total_Cognitive,perc_Total_Ambulatory,perc_Total_Self_Care,perc_Total_Indep_Living,white_2000,black_2000,native_2000,asian_pi_2000,hisp_2000,white_1990,black_1990,native_1990,asian_pi_1990,hisp_1990,Male_2000,Female_2000,age_under18_2000,age_18_64_2000,age_over64_2000,Male_1990,Female_1990,age_under18_1990,age_18_64_1990,age_over64_1990,Fam_w_Children_2000,Fam_w_Children_1990,perc_white_2000,perc_black_2000,perc_native_2000,perc_asian_pi_2000,perc_hispanic_2000,perc_male_2000,perc_female_2000,perc_age_under18_2000,perc_age_18_64_2000,perc_age_over64_2000,perc_white_1990,perc_black_1990,perc_native_1990,perc_asian_pi_1990,perc_hispanic_1990,perc_male_1990,perc_female_1990,perc_age_under18_1990,perc_age_18_64_1990,perc_age_over64_1990,pct_Fam_w_Children_2000,pct_Fam_w_Children_1990,RCAP_10,RCAP_00,RCAP_90,pct_no_2010,pct_lep_2010,pct_no_2000,pct_lep_2000,pct_no_1990,pct_lep_1990,num_no_2010,num_lep_2010,num_no_2000,num_lep_2000,num_no_1990,num_lep_1990,USPS,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                  ,hispanic,white,black,american_indian,asian,pac_islander,other_races,two_races,hh_type1_h,hh_type1_t
6075025401,886,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,20,0,0,14,0,0,194,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,23,0,0,10,43,0,0,0,18,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,22,0,0,0,0,0,0,0,0,0,0,0,0,569,0,12,155,30,64,129,0,0,0,0,0,0,0,0,0,13,0,0,0,22,0,0.472421203,0.14422579,0.890516577,0.100436681,0.014285714,35,79,9,97,95,735,320,49,0,123,234,0,1300,734,78,162,0,304,15,315,155,0,0,53,104,0,180,135,415,460,165,675,125,0,90,0,0,45,260,45,135,80,56.53846154,43.59673025,62.82051282,75.92592593,,76.97368421,0,24.23076923,21.11716621,0,32.71604938,,34.21052632,0,39.13043478,81.81818182,61.48148148,20,17.02997275,0,27.77777778,,29.60526316,0,9.782608696,48.48484849,20,0,152,96,53,31,81,177,61,82,0,4.489072652,2.83520378,1.565268754,0.915534554,2.39220319,5.22740697,1.801535735,2.421736562,1200,245,24,669,1686,931,332,11,923,1227,1908,1998,792,2788,326,1713,1722,786,2270,380,338,311,30.72196621,6.272401434,0.614439324,17.12749616,43.16436252,48.84792627,51.15207373,20.2764977,71.37736815,8.346134153,27.09545984,9.662398137,0.320139697,26.86263097,35.71012806,49.86899563,50.13100437,22.88209607,66.08442504,11.06259098,46.87933426,41.74496644,0,0,0,44.30082256,34.40070505,41.19303635,28.64823349,41.54294032,26.4628821,1508,1171,1609,1119,1427,909,CA,3404,1352,363667,12207,0.14,0.005,37.7396295,-122.4224695,40.4,36.7,2.5,0,15.5,0.6,0,4.3,27.55139,11.20048
6075025402,169,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0,10,0,119,23,0,0,0,0,0,0,0,0,9,0,26,0,0,40,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,24,0,0,0,0,0,0,0,46,0,0,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,47,11,0,45,0,0,0,0,0,0,11,34,0,23,11,0,0,0,0,0.554633472,0.067517635,0.887338501,0.074473549,0.001881468,66,90,6,97,95,490,209,4,0,175,84,14,1125,593,14,285,0,214,14,315,140,4,0,125,40,14,240,100,155,585,104,445,135,4,20,15,0,70,244,110,120,20,43.55555556,35.24451939,28.57142857,61.40350877,,39.25233645,100,28,23.60876897,28.57142857,43.85964912,,18.69158879,100,41.02564103,96.15384615,34.83146067,21.68888889,22.76559865,28.57142857,24.56140351,,9.345794393,100,18.8034188,19.23076923,26.96629214,0,99,100,17,10,112,123,56,76,0,3.443478261,3.47826087,0.591304348,0.347826087,3.895652174,4.27826087,1.947826087,2.643478261,949,263,36,974,996,816,290,10,806,1072,1583,1702,603,2206,476,1497,1506,686,1984,333,95,272,29.28108609,8.114779389,1.110768281,30.05245295,30.73125579,48.18873668,51.81126332,18.35616438,67.15372907,14.49010655,27.16378163,9.65379494,0.332889481,26.83089214,35.68575233,49.85014985,50.14985015,22.84382284,66.06726607,11.08891109,43.37899543,41.78187404,0,0,0,28.81181319,13.25549451,39.6042618,25.02283105,41.49184149,26.44022644,839,386,1301,822,1246,794,CA,2912,1107,300171,0,0.116,0,37.7368829,-122.412786,16,48.1,2.3,0,29.6,3.7,0,0.4,29.05354,11.10269
6075025403,806,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,17,0,16,191,0,0,0,0,0,0,0,0,0,0,0,12,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,61,9,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,76,373,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,211,34,0,352,0,0,0,0,0,0,8,0,0,105,0,12,12,0,0,0.344051447,0.097582226,0.84034188,0.090909091,0.079972184,52,61,8,96,94,725,214,15,0,135,305,50,1430,534,95,235,30,480,50,360,110,15,0,90,119,19,275,155,300,565,290,575,115,15,40,4,0,55,229,129,75,25,50.6993007,40.07490637,15.78947368,57.44680851,0,63.54166667,100,25.17482518,20.59925094,15.78947368,38.29787234,0,24.79166667,38,48.67256637,53.44827586,52.17391304,16.01398601,21.53558052,15.78947368,23.40425532,0,8.333333333,8,22.83185841,8.620689655,13.04347826,66,215,192,186,35,176,232,116,240,1.291079812,4.205790297,3.755868545,3.638497653,0.684663537,3.442879499,4.538341158,2.269170579,4.694835681,1038,588,24,1220,1568,1210,432,15,1200,1595,2074,2369,1139,2807,497,2227,2239,1021,2950,494,430,404,23.13349677,13.10452418,0.534878538,27.18965902,34.94539782,46.68017106,53.31982894,25.63583165,63.17803286,11.18613549,27.09359606,9.673085535,0.335871026,26.86968204,35.71428571,49.86565159,50.13434841,22.86162114,66.05463502,11.06135244,45.40654699,41.73553719,0,0,0,41.29364893,27.27911882,43.93427864,27.79653387,41.53605016,26.46663681,1762,1164,1952,1235,1855,1182,CA,4267,1531,519270,0,0.2,0,37.7337691,-122.4205619,42.9,23.5,7.8,1.1,20.7,0,0.2,3.8,28.39431,11.54851
6075025500,1084,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,62,0,0,0,0,0,45,0,294,14,0,0,0,0,0,0,0,21,31,0,0,0,0,0,0,0,0,25,25,0,0,0,0,67,0,38,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,191,31,62,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,510,0,0,570,0,47,87,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0.356363636,0.080472921,0.896106785,0.081323981,0.025485961,59,76,7,96,94,1015,450,0,0,340,230,0,2360,1035,0,555,35,735,10,655,215,0,0,300,135,0,310,315,385,930,550,880,175,0,95,0,0,150,420,118,245,55,43.00847458,43.47826087,,61.26126126,0,31.29251701,0,27.75423729,20.77294686,,54.05405405,0,18.36734694,0,33.33333333,57.27272727,43.75,17.79661017,16.90821256,,27.02702703,0,12.92517007,0,12.68817204,10,27.84090909,9,406,379,256,94,343,296,204,342,0.11093307,5.004314064,4.671514853,3.155429558,1.158634291,4.227782571,3.648465426,2.514482929,4.215456675,1863,114,32,3260,2209,2206,109,7,2000,2283,3598,3920,1496,4926,1096,3054,3574,1322,4208,1098,633,552,24.77723102,1.516159064,0.425588509,43.35682937,29.37890677,47.858473,52.141527,19.89890928,65.52274541,14.57834531,33.27802082,1.64429024,0.105596621,30.17046312,34.43958365,46.07724804,53.92275196,19.94568497,63.48823174,16.56608328,40.55092889,37.17171717,0,0,0,42.10836973,30.45685279,52.36765097,33.77227986,47.1937236,27.26312613,3567,2580,3937,2539,3128,1807,CA,8471,2586,1076740,0,0.416,0,37.7280611,-122.4372627,32.2,25.9,0.7,0.6,38.4,0,0.3,1.9,28.90728,11.9215
6075025600,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1774,0,0,88,0,0,0,46,0,113,0,0,0,0,20,0,0,0,0,0,0,13,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1455,48,9,11,22,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,21,361,0,22,193,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,87,60,172,169,0,0,0,0,0,0,0,0,0,83,0,23,0,0,0,0.217721519,0.031684563,0.856166511,0.097417457,0.00330251,86,49,6,94,94,780,110,25,0,485,123,35,1545,325,35,895,0,222,59,605,85,10,0,385,109,15,375,245,160,920,315,305,80,10,35,15,0,260,400,225,130,50,50.48543689,33.84615385,71.42857143,54.18994413,,55.40540541,59.3220339,39.15857605,26.15384615,28.57142857,43.01675978,,49.0990991,25.42372881,40.76086957,77.77777778,52.45901639,25.88996764,24.61538462,28.57142857,29.05027933,,15.76576577,25.42372881,24.45652174,15.87301587,42.62295082,40,246,424,221,106,195,361,149,293,0.737191301,4.533726502,7.814227792,4.072981939,1.953556948,3.593807593,6.653151493,2.746037597,5.399926281,899,174,21,3028,1518,1152,247,21,2076,1358,2719,2986,1217,3680,808,2412,2459,1106,3083,682,465,457,15.75810692,3.049956179,0.36809816,53.0762489,26.60823839,47.65994742,52.34005259,21.33216477,64.50482033,14.1630149,23.6501745,5.070827346,0.431122973,42.6195853,27.87928557,49.51755286,50.48244714,22.7058099,63.29295833,14.00123178,39.17438922,39.91266376,0,0,0,54.34318263,42.50622998,57.07274321,40.40315513,49.9692055,32.51898994,3053,2388,3256,2305,2434,1584,CA,5618,1629,562782,0,0.217,0,37.7287139,-122.4224279,17.6,14,0.9,0,60.1,0.3,4.4,2.6,30.27544,12.07307
6075025701,138,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,1468,0,0,0,0,0,0,26,0,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,42,1230,32,150,0,0,0,0,0,64,0,0,0,0,0,0,0,20,0,0,25,0,128,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,78,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196172249,0.056261343,0.91587362,0.092259578,0,72,60,5,95,93,500,115,0,0,305,80,0,1215,330,20,665,10,180,15,320,35,0,0,255,25,0,310,125,60,705,230,285,15,0,25,0,0,185,225,135,40,50,41.15226337,34.84848485,0,45.86466165,0,44.44444444,0,26.33744856,10.60606061,0,38.34586466,0,13.88888889,0,43.97163121,54.34782609,21.05263158,18.51851852,4.545454546,0,27.81954887,0,13.88888889,0,19.14893617,21.73913044,14.03508772,8,184,237,133,191,186,290,137,240,0.18735363,4.30913349,5.550351288,3.114754098,4.473067916,4.355971897,6.791569087,3.208430913,5.620608899,783,200,13,2692,1114,1095,251,11,1465,961,2418,2439,1085,3051,721,1809,1984,849,2295,649,105,388,16.12106238,4.11776817,0.267654931,55.42515956,22.93596871,49.78381717,50.21618283,22.33889232,62.81655343,14.84455425,28.86136004,6.615709014,0.289931471,38.61360042,25.32946758,47.6931189,52.3068811,22.38333773,60.50619562,17.11046665,45.06437768,45.7008245,0,0,0,41.47869674,36.1946533,59.60469426,41.65122504,48.27313472,35.460058,1986,1733,2895,2023,1831,1345,CA,4788,1404,624487,0,0.241,0,37.7315763,-122.4121411,14.5,21,0.8,0,63.2,0,0,0.5,28.42306,12.12444
6075025702,99,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,125,0,229,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,36,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,30,0,455,0,0,256,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,26,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290203327,0.047042641,0.819166216,0.068825911,0.058519794,77,59,5,96,93,515,80,35,0,285,115,0,1135,350,35,555,0,195,0,330,45,35,0,165,85,0,370,100,45,790,135,215,30,35,90,0,0,125,280,190,45,40,45.37444934,22.85714286,100,51.35135135,,58.97435897,,29.07488987,12.85714286,100,29.72972973,,43.58974359,,46.83544304,74.07407407,20.93023256,24.66960352,8.571428571,100,22.52252252,,46.15384615,,24.05063291,29.62962963,20.93023256,15,36,187,50,37,118,146,151,145,0.40827436,0.979858465,5.089820359,1.360914535,1.007076756,3.211758302,3.973870441,4.109961894,3.94665215,704,179,11,2419,1001,984,225,10,1316,863,2172,2192,975,2742,647,1625,1783,763,2062,583,314,349,16.12829324,4.100801833,0.252004582,55.41809851,22.93241695,49.77085243,50.22914757,22.34188818,62.83226398,14.82584785,28.86476973,6.600176005,0.293341156,38.6036961,25.31534174,47.68192488,52.31807512,22.38849765,60.50469484,17.10680751,45.11494253,45.80052493,0,0,0,39.16398714,26.38799571,59.62419798,41.65902841,48.26877934,35.47535211,1827,1231,2602,1818,1645,1209,CA,4665,1291,533460,0,0.206,0,37.7281305,-122.4057589,19.2,16.1,2.8,0,59,0,0,2.9,28.34834,11.94801
6075025800,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,69,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,104,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.15599455,0.067403897,0.828402367,0.086350975,0,66,41,1,97,93,375,55,19,0,188,105,0,620,105,29,291,4,180,4,270,45,19,0,109,95,0,215,60,105,365,135,125,35,19,95,0,0,90,239,130,79,39,60.48387097,52.38095238,65.51724138,64.604811,0,58.33333333,0,43.5483871,42.85714286,65.51724138,37.45704467,0,52.77777778,0,58.90410959,44.44444444,84,38.5483871,33.33333333,65.51724138,30.92783505,0,52.77777778,0,35.61643836,28.88888889,63.2,0,102,162,36,26,106,127,91,143,0,5.34871526,8.495018353,1.887781856,1.363398007,5.558468799,6.659674882,4.771893026,7.49868904,228,255,8,940,423,338,437,2,888,375,847,971,378,1228,212,1009,1046,453,1355,248,69,210,12.18599679,13.62907536,0.427578835,50.2405131,22.60823089,46.58965897,53.41034103,20.79207921,67.54675468,11.66116612,16.47976597,21.30667967,0.097513408,43.29595319,18.28376402,49.09975669,50.90024331,22.04379562,65.93673966,12.06812652,43.39622642,45.55314534,0,0,0,53.62244898,45.56122449,44.82948295,29.9779978,39.5620438,32.65206813,1051,893,815,545,813,671,CA,1960,613,241624,0,0.093,0,37.7216202,-122.4020019,20.9,12.2,2,0.4,63,1,0,0.4,29.93867,11.36121
6075025900,143,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,89,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,43,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,184,0,0,130,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,58,0,0,127,162,0,0,18,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0.268685567,0.117541899,0.78914405,0.137254902,0.02739726,44,30,9,94,93,655,120,165,0,265,99,10,1270,345,255,490,0,139,40,345,35,120,0,120,60,10,345,185,125,780,220,270,35,110,55,10,0,60,270,125,65,90,51.57480315,34.7826087,64.70588235,54.08163265,,71.22302158,25,27.16535433,10.14492754,47.05882353,24.48979592,,43.16546763,25,44.23076923,84.09090909,46.2962963,21.25984252,10.14492754,43.1372549,12.24489796,,39.56834532,25,16.02564103,40.90909091,24.07407407,36,282,219,216,102,222,372,192,273,0.903841326,7.080090384,5.498368064,5.423047954,2.560883756,5.573688175,9.339693698,4.82048707,6.854130053,923,586,26,1962,739,1181,689,2,1202,554,2134,2197,914,2723,694,1750,1892,788,2225,628,406,299,21.57550257,13.69798972,0.607760636,45.8625526,17.2744273,49.27268529,50.72731471,21.10367121,62.87231586,16.02401293,32.38278037,18.8922402,0.054839594,32.95859611,15.19056759,48.06371876,51.96374622,21.64240593,61.10958528,17.24800879,41.01010101,33.11184939,0,0,0,41.02323398,26.75428303,43.82359732,30.15469868,28.67344136,16.39659434,1748,1140,1898,1306,1044,597,CA,4261,1410,658329,81108,0.254,0.031,37.7234533,-122.4105033,18.7,21.6,13.1,0,43.8,0,0,2.9,29.40845,12.59032
6075026001,1129,0,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,23,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,30,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,42,14,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,573,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,422,0,0,187,241,0,384,0,0,26,0,0,0,0,0,0,110,0,0,0,0,0,0.291217995,0.059894921,0.871602082,0.101287554,0.016744809,70,58,13,96,95,830,115,10,0,295,410,0,1425,320,30,460,0,585,35,550,60,0,0,225,265,0,330,320,180,700,349,375,50,0,230,0,0,125,405,160,115,125,58.24561404,35.9375,33.33333333,64.13043478,,70.08547009,0,38.59649123,18.75,0,48.91304348,,45.2991453,0,47.14285714,91.69054441,48,28.42105263,15.625,0,27.17391304,,39.31623932,0,22.85714286,35.81661891,30.66666667,7,230,310,139,75,283,281,121,257,0.131061599,4.30630968,5.804156525,2.602508894,1.404231417,5.298633215,5.261187044,2.265493353,4.81183299,755,132,12,2087,2526,1108,148,13,1275,1648,2880,2669,1332,3476,741,2004,2201,964,2576,665,506,392,13.60605515,2.378806992,0.216255181,37.61038025,45.52171562,51.90124347,48.09875653,24.0043251,62.64191746,13.35375743,26.34958383,3.519619501,0.309155767,30.32104637,39.19143876,47.66888678,52.3549001,22.93054234,61.27497621,15.81826832,46.6359447,43.02963776,0,0,0,50.81016544,37.81340611,58.4429627,45.41358803,47.21693625,30.94671741,2979,2217,3243,2520,1985,1301,CA,5863,1579,407294,0,0.157,0,37.7235502,-122.4322434,41.6,16.3,0.8,0,40.8,0.2,0,0.2,28.04252,11.83062
