tractid,lep_Spanish,lep_French,lep_French_creole,lep_Italian,lep_Portuguese,lep_German,lep_Yiddish,lep_O_westGermanic,lep_Scandinavian,lep_Greek,lep_Russian,lep_Polish,lep_SerboCroatian,lep_O_Slavic,lep_Armenian,lep_Persian,lep_Gujarati,lep_Hindi,lep_Urdu,lep_O_Indic,lep_O_Indo,lep_Chinese,lep_Japanese,lep_Korean,lep_Cambodian,lep_Hmong,lep_Thai,lep_Laotian,lep_Vietnamese,lep_O_Asian,lep_Tagalog,lep_O_Pacific,lep_Navajo,lep_O_NorthAmerican,lep_Hungarian,lep_Arabic,lep_Hebrew,lep_Africanlang,lep_O_Unspecified,POB_UK_exclu_EnglandScotland,POB_England,POB_Scotland,POB_Ireland,POB_Denmark,POB_Norway,POB_Sweden,POB_Other_Northern_Europe,POB_Austria,POB_Belgium,POB_France,POB_Germany,POB_Netherlands,POB_Switzerland,POB_Other_Western_Europe,POB_Greece,POB_Italy,POB_Portugal,POB_Spain,POB_Other_Southern_Europe,POB_Albania,POB_Belarus,POB_Bulgaria,POB_Croatia,POB_Czechoslovakia,POB_Hungary,POB_Latvia,POB_Lithuania,POB_Macedonia,POB_Moldova,POB_Poland,POB_Romania,POB_Russia,POB_Ukraine,POB_Bosnia_and_Herzegovina,POB_Yugoslavia,POB_Serbia,POB_Other_Eastern_Europe,POB_China_exclu_HK_Taiwan,POB_HongKong,POB_Taiwan,POB_Japan,POB_Korea,POB_Other_Eastern_Asia,POB_Afghanistan,POB_Bangladesh,POB_India,POB_Iran,POB_Kazakhstan,POB_Nepal,POB_Pakistan,POB_Sri_Lanka,POB_Uzbekistan,POB_Other_South_Central_Asia,POB_Cambodia,POB_Indonesia,POB_Laos,POB_Malaysia,POB_Burma,POB_Philippines,POB_Singapore,POB_Thailand,POB_Vietnam,POB_Other_South_Eastern_Asia,POB_Iraq,POB_Israel,POB_Jordan,POB_Kuwait,POB_Lebanon,POB_Saudi_Arabia,POB_Syria,POB_Yemen,POB_Turkey,POB_Armenia,POB_Other_Western_Asia,POB_Eritrea,POB_Ethiopia,POB_Kenya,POB_Other_Eastern_Africa,POB_Cameroon,POB_Other_Middle_Africa,POB_Egypt,POB_Morocco,POB_Sudan,POB_Other_Northern_Africa,POB_South_Africa,POB_Other_Southern_Africa,POB_Cape_Verde,POB_Ghana,POB_Liberia,POB_Nigeria,POB_Sierra_Leone,POB_Other_Western_Africa,POB_Australia,POB_other_AusNewzealand_sub,POB_Fiji,POB_Bahamas,POB_Barbados,POB_Cuba,POB_Dominica,POB_Dominican_Republic,POB_Grenada,POB_Haiti,POB_Jamaica,POB_StVincent_grenadines,POB_Trinidad_and_Tobago,POB_West_Indies,POB_Other_Caribbean,POB_Mexico,POB_Belize,POB_Costa_Rica,POB_El_Salvador,POB_Guatemala,POB_Honduras,POB_Nicaragua,POB_Panama,POB_Other_Central_America,POB_Argentina,POB_Bolivia,POB_Brazil,POB_Chile,POB_Colombia,POB_Ecuador,POB_Guyana,POB_Peru,POB_Uruguay,POB_Venezuela,POB_Other_South_America,POB_Canada,POB_Other_Northern_America,pct_ba,pct_poor_ns,lbrfrc_rate,runemply,pct_welfare,pov_idx,lbr_idx,haz_idx,tcost_idx,trans_idx,hh_tot_1_m_hus_pb,hh_white_1_m_hus_pb,hh_black_1_m_hus_pb,hh_amer_ind_1_m_hus_pb,hh_ai_pi_1_m_hus_pb,hh_hisp_1_m_hus_pb,hh_othr_race_1_m_hus_pb,hh_tot_husholds,hh_white_all,hh_black_all,hh_ai_pi_all,hh_amer_ind_all,hh_hisp_all,hh_othr_race_all,hh_tot_1_m_sv_hus_pb,hh_white_1_m_hus_pb_sv,hh_black_1_m_hus_pb_sv,hh_amer_ind_1_m_hus_pb_sv,hh_ai_pi_1_m_hus_pb_sv,hh_hisp_1_m_hus_pb_sv,hh_othr_race_1_m_hus_pb_sv,hh_hhsize_lt5_fam_1_m_pb,hh_hhsize_5m_fam_1_m_pb,hh_not_fam_1_m_pb,hh_hhsize_lt5_fam_tot,hh_hhsize_5m_fam_tot,hh_not_fam_tot,hh_white_severe_burden,hh_black_severe_burden,hh_hisp_severe_burden,hh_other_severe_burden,hh_ai_severe_burden,hh_ai_pi_severe_burden,hh_all_severe_burden,hh_size_lt5_fam_sev_burden,hh_not_fam_sev_burden,hh_size_5more_fam_sev_burden,hh_perc_1_m_hus_pb,hh_perc_white_1_m_hus_pb,hh_perc_black_1_m_hus_pb,hh_perc_ai_pi_1_m_hus_pb,hh_perc_amer_ind_1_m_hus_pb,hh_perc_hisp_1_m_hus_pb,hh_perc_othr_race_1_m_hus_pb,hh_perc_1_m_sv_hus_pb,hh_perc_white_1_m_hus_pb_sv,hh_perc_black_1_m_hus_pb_sv,hh_perc_ai_pi_1_m_hus_pb_sv,hh_perc_amer_ind_1_m_hus_pb_sv,hh_perc_hisp_1_m_hus_pb_sv,hh_perc_o_race_1_m_hus_pb_sv,hh_perc_hhsize_lt5_fam_1_m_pb,hh_perc_hhsize_5m_fam_1_m_pb,hh_perc_not_fam_1_m_pb,hh_perc_all_sev_burden,hh_perc_white_severe_burden,hh_perc_black_severe_burden,hh_perc_ai_pi_severe_burden,hh_perc_ai_severe_burden,hh_perc_hisp_severe_burden,hh_perc_other_severe_burden,hh_perc_hh_lt5_fam_sev_burden,hh_perc_hh_5more_fam_sev_burden,hh_perc_not_fam_sev_burden,Pop_with_disability_5_17,Pop_disability_18_64,Pop_Disability_over64,Total_Hear,Total_Vision,Total_Cognitive,Total_Ambulatory,Total_Self_Care,Total_Indep_Living,perc_disabled_age_5_17,perc_disabled_age_18_64,perc_disabled_age_over64,perc_Total_Hear,perc_Total_Vision,perc_Total_Cognitive,perc_Total_Ambulatory,perc_Total_Self_Care,perc_Total_Indep_Living,white_2000,black_2000,native_2000,asian_pi_2000,hisp_2000,white_1990,black_1990,native_1990,asian_pi_1990,hisp_1990,Male_2000,Female_2000,age_under18_2000,age_18_64_2000,age_over64_2000,Male_1990,Female_1990,age_under18_1990,age_18_64_1990,age_over64_1990,Fam_w_Children_2000,Fam_w_Children_1990,perc_white_2000,perc_black_2000,perc_native_2000,perc_asian_pi_2000,perc_hispanic_2000,perc_male_2000,perc_female_2000,perc_age_under18_2000,perc_age_18_64_2000,perc_age_over64_2000,perc_white_1990,perc_black_1990,perc_native_1990,perc_asian_pi_1990,perc_hispanic_1990,perc_male_1990,perc_female_1990,perc_age_under18_1990,perc_age_18_64_1990,perc_age_over64_1990,pct_Fam_w_Children_2000,pct_Fam_w_Children_1990,RCAP_10,RCAP_00,RCAP_90,pct_no_2010,pct_lep_2010,pct_no_2000,pct_lep_2000,pct_no_1990,pct_lep_1990,num_no_2010,num_lep_2010,num_no_2000,num_lep_2000,num_no_1990,num_lep_1990,USPS,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                  ,hispanic,white,black,american_indian,asian,pac_islander,other_races,two_races,hh_type1_h,hh_type1_t
6075026002,671,0,0,26,0,23,0,0,0,0,431,0,0,7,0,0,0,0,0,0,0,878,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,0,0,31,0,13,0,0,26,0,0,0,0,32,0,0,0,14,7,0,0,0,8,15,170,204,0,0,0,7,896,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,128,234,216,40,0,0,28,0,0,0,0,16,0,0,0,0,0,52,0,0.216275862,0.165659009,0.695443645,0.057905337,0.018499486,29,32,9,94,94,495,139,14,0,140,189,0,985,334,18,259,10,334,15,340,54,0,0,115,174,0,305,90,95,530,184,270,54,0,140,0,0,80,274,190,54,30,50.25380711,41.61676647,77.77777778,54.05405405,0,56.58682635,0,34.5177665,16.16766467,0,44.4015444,0,52.09580838,0,57.54716981,48.91304348,35.18518519,27.81725888,16.16766467,0,30.88803089,0,41.91616767,0,35.8490566,16.30434783,20,0,193,224,207,128,270,288,199,273,0,5.639976622,6.545879603,6.049094097,3.74050263,7.890122735,8.416130918,5.815312683,7.977790766,1079,186,33,1196,1161,967,129,11,1112,1438,1730,1950,717,2109,854,1748,1919,841,2246,580,282,342,29.32065217,5.054347826,0.89673913,32.5,31.54891304,47.01086957,52.98913044,19.48369565,57.30978261,23.20652174,26.37032997,3.517862013,0.29997273,30.32451595,39.21461685,47.66839378,52.33160622,22.9342787,61.24897737,15.81674393,41.34897361,43.01886793,0,0,0,68.22799097,57.9006772,44.91847826,32.93478261,47.20479956,30.95173166,2418,2052,1653,1212,1731,1135,CA,3544,984,357861,0,0.138,0,37.7261197,-122.4262823,26.8,36.3,3.1,0.1,33.2,0,0,0.5,29.72641,12.37135
6075026003,1387,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,34,170,43,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,50,364,39,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,292,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,349,0,0,904,376,160,157,0,0,12,0,0,0,15,0,0,0,0,13,0,0,0,0.208573073,0.092580714,0.861186903,0.067002882,0.02745098,54,59,16,95,95,670,123,0,0,135,410,0,1335,313,30,372,4,585,24,335,19,0,0,125,184,0,260,214,200,595,314,429,19,0,180,0,0,105,304,101,155,50,50.18726592,39.2971246,0,36.29032258,0,70.08547009,0,25.09363296,6.07028754,0,33.60215054,0,31.45299145,0,43.69747899,68.15286624,46.62004662,22.77153558,6.07028754,0,28.22580645,0,30.76923077,0,16.97478992,15.92356688,36.13053613,0,303,236,134,123,146,365,112,201,0,7.076132648,5.511443251,3.129378795,2.872489491,3.409621672,8.52405418,2.615600187,4.694068192,846,151,21,1856,1914,1057,141,13,1216,1572,2303,2523,1101,3129,596,1911,2099,920,2456,634,438,374,17.53004559,3.128885205,0.435142976,38.4583506,39.66017406,47.72067965,52.27932035,22.81392458,64.83630336,12.34977207,26.35253054,3.515332835,0.324108701,30.31662927,39.19222139,47.65586035,52.34413965,22.94264339,61.24688279,15.81047382,44.83111566,43.03797468,0,0,0,60.18744906,41.60554197,54.47575632,35.18441774,47.20698254,30.94763092,2954,2042,2629,1698,1893,1241,CA,4908,1369,399410,0,0.154,0,37.7196247,-122.4287994,59.3,12.9,1,0.5,26.1,0,0,0.2,29.10723,12.03999
6075026004,673,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,181,0,0,41,96,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,25,0,22,20,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,152,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,217,21,0,0,0,0,0,0,0,0,0,0,0,78,0,37,0,0,0,0.218309859,0.047979201,0.857386122,0.084991708,0.046649703,76,53,13,96,95,655,67,4,0,240,340,0,1175,194,29,490,0,455,0,390,26,4,0,150,205,0,345,185,125,674,229,270,24,4,160,0,0,65,253,124,89,44,55.74468085,34.53608247,13.79310345,48.97959184,,74.72527473,,33.19148936,13.40206186,13.79310345,30.6122449,,45.05494506,,51.18694362,80.7860262,46.2962963,21.53191489,12.37113402,13.79310345,13.26530612,,35.16483517,,18.39762611,19.2139738,32.96296296,0,259,289,242,97,250,304,133,244,0,6.256038647,6.980676329,5.845410628,2.342995169,6.038647343,7.342995169,3.212560387,5.893719807,670,99,17,1687,1493,908,121,11,1045,1351,2000,2010,978,2482,550,1642,1803,790,2111,545,383,321,16.70822943,2.46882793,0.42394015,42.06982544,37.2319202,49.87531172,50.12468828,24.38902743,61.89526185,13.71571072,26.3493906,3.51131747,0.319210679,30.32501451,39.20487522,47.64944864,52.32153221,22.92513059,61.25943123,15.81543819,48.41972187,42.97188755,0,0,0,50.35921205,36.77867903,54.61346633,43.16708229,47.21416135,30.93441672,2173,1587,2190,1731,1627,1066,CA,4315,1205,335952,0,0.13,0,37.7178905,-122.4357008,37.4,14,0.2,0.1,47.4,0,0,0.8,30.93072,11.89971
6075026100,444,10,0,20,0,0,0,0,0,0,0,0,0,15,0,0,17,0,78,0,0,1132,14,0,0,0,0,0,33,0,422,0,0,0,0,0,0,0,0,0,11,0,30,0,0,0,0,0,0,35,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1121,34,11,14,0,0,0,0,11,0,0,0,143,0,0,0,0,0,0,77,0,1039,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,35,237,26,0,16,18,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0.255024854,0.04059098,0.831188883,0.053926991,0.0221843,81,62,10,96,94,900,140,30,0,418,300,15,1855,450,50,888,15,409,30,615,70,15,0,298,220,15,445,240,210,935,354,560,70,15,165,15,0,155,420,239,120,65,48.51752022,31.11111111,60,47.07207207,0,73.34963325,50,33.15363881,15.55555556,30,33.55855856,0,53.78973105,50,47.59358289,67.79661017,37.5,22.64150943,15.55555556,30,17.45495496,0,40.34229829,50,25.56149733,18.36158192,21.42857143,0,277,418,180,83,164,404,184,252,0,4.565683204,6.889731333,2.966869952,1.3680567,2.703148179,6.658974782,3.032800396,4.153617933,925,104,25,3464,1445,1302,76,10,1926,1350,2880,3115,1097,3908,990,2283,2400,909,2885,889,475,427,15.4295246,1.734778983,0.417014179,57.78148457,24.10341952,48.04003336,51.95996664,18.29858215,65.18765638,16.51376147,27.79675491,1.622544834,0.213492741,41.11870196,28.82152007,48.75080077,51.24919923,19.41063421,61.60580824,18.98355755,39.15910965,39.64716806,0,0,0,50.85168869,32.08516887,60.78398666,39.04920767,54.68716635,33.65364083,3463,2185,3644,2341,2561,1576,CA,6810,1953,751112,0,0.29,0,37.7196219,-122.4431582,19,16.8,0.5,0.5,61.4,0.6,0,1.2,28.79242,11.8077
6075026200,1189,0,0,0,0,0,0,0,0,0,27,0,34,0,0,0,0,0,0,0,0,1410,0,0,0,0,0,0,12,0,365,131,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,21,6,0,0,0,0,1527,99,0,21,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1197,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,604,0,27,266,132,131,249,0,0,22,0,0,0,0,85,0,0,0,0,0,12,0,0.26848249,0.04637402,0.805096419,0.042772481,0.032112676,77,63,5,95,94,865,109,45,0,415,274,15,1815,342,55,878,4,504,15,635,34,45,0,370,179,15,400,250,210,970,480,355,25,45,75,15,0,205,365,205,119,40,47.6584022,31.87134503,81.81818182,47.26651481,0,54.36507937,100,34.9862259,9.941520468,81.81818182,42.14123007,0,35.51587302,100,41.2371134,52.08333333,59.15492958,20.11019284,7.309941521,81.81818182,23.34851936,0,14.88095238,100,21.13402062,8.333333333,33.52112676,51,372,425,325,203,373,521,297,371,0.737313864,5.37805407,6.144282203,4.698568744,2.934798323,5.392511204,7.532167125,4.293768975,5.363596935,832,194,24,3830,2082,1190,302,12,2735,2077,3416,3576,1520,4546,926,3008,3326,1553,3965,816,574,563,11.8993135,2.774599542,0.343249428,54.77688787,29.77688787,48.85583524,51.14416476,21.73913044,65.01716247,13.24370709,18.78749605,4.767919166,0.189453742,43.1796653,32.79128513,47.48973792,52.51026208,24.51847174,62.59867382,12.88285444,40.53672316,42.20389805,0,0,0,60.44420941,41.8826018,63.71567506,41.76201373,55.90464162,34.84370066,4572,3168,4455,2920,3541,2207,CA,7564,2010,774528,0,0.299,0,37.7113172,-122.4539535,33.3,8.6,2.2,0.1,54.5,0,0.3,0.9,29.31624,12.14465
6075026301,332,0,0,69,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1208,0,0,33,0,0,0,31,15,367,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,68,27,0,0,0,0,0,0,59,0,0,0,0,0,0,33,6,0,0,31,592,0,21,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,133,0,0,145,0,33,0,0,0,0,0,0,0,0,0,0,44,0,0,0,10,0,0.163756178,0.045392646,0.804606831,0.106112054,0.01087942,78,32,14,96,94,605,40,60,0,330,134,35,1135,180,70,600,0,249,45,400,20,0,0,265,84,35,270,190,145,625,284,225,10,0,34,15,0,175,234,140,34,54,53.30396476,22.22222222,85.71428571,55,,53.81526104,77.77777778,35.24229075,11.11111111,0,44.16666667,,33.73493976,77.77777778,43.2,66.90140845,64.44444444,20.61674009,5.555555556,0,29.16666667,,13.65461847,33.33333333,22.4,19.01408451,15.11111111,19,177,334,136,128,100,236,150,206,0.441449814,4.112453532,7.760223048,3.159851301,2.973977695,2.323420074,5.483271376,3.485130112,4.786245353,552,48,33,2604,1150,705,75,8,1214,767,2202,2208,974,2804,632,1322,1458,594,1754,431,390,223,12.5170068,1.088435374,0.74829932,59.04761905,26.07709751,49.93197279,50.06802721,22.0861678,63.58276644,14.33106576,25.35971223,2.697841727,0.287769784,43.66906475,27.58992806,47.55395684,52.44604317,21.36690648,63.09352518,15.50359712,44.57142857,35.06289308,0,0,0,53.3948718,42.78974359,59.95464853,42.42630386,52.30215827,31.83453237,2603,2086,2644,1871,1454,885,CA,4875,1343,368000,0,0.142,0,37.7138685,-122.439533,21.8,15.2,0,0,60.9,0,0,2.1,27.28089,11.7933
6075026302,254,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,710,0,0,0,0,0,0,16,0,77,0,0,0,0,0,0,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,161,61,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,220,0,0,67,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,51,0,0,118,0,0,0,0,0,0,0,7,0,82,0,0,0,0,0,0.332592122,0.030890499,0.819889503,0.098745447,0.039454806,86,54,22,94,92,610,135,65,0,319,85,10,1410,349,130,632,0,275,30,360,40,35,0,224,55,0,310,155,150,694,239,485,35,35,40,0,0,100,210,125,84,0,43.26241135,38.68194842,50,50.47468354,,30.90909091,33.33333333,25.53191489,11.46131805,26.92307692,35.44303798,,20,0,44.6685879,64.85355649,30.92783505,14.89361702,10.0286533,26.92307692,15.82278481,,14.54545455,0,18.01152738,0,17.31958763,0,198,348,133,109,121,280,108,339,0,4.370860927,7.682119205,2.93598234,2.406181016,2.671081678,6.181015453,2.38410596,7.483443709,882,119,16,2192,1066,1378,147,16,2373,1499,2149,2206,984,2678,693,2582,2848,1161,3426,843,90,436,20.25258324,2.732491389,0.3673938,50.33295063,24.47761194,49.34557979,50.65442021,22.59471871,61.49253731,15.91274397,25.37285951,2.706683852,0.294605045,43.69361075,27.60081016,47.55064457,52.44935543,21.38121547,63.09392265,15.52486188,40.3587444,35.10466989,0,0,0,36.37820513,22.5761218,50.24110218,33.86911596,52.32044199,31.84162063,1816,1127,2188,1475,2841,1729,CA,4992,1523,759978,0,0.293,0,37.7116589,-122.4307918,24.9,20.3,5.4,0,44.6,2.5,0.3,2,27.31705,12.72933
6075026303,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1013,28,0,0,0,0,0,93,0,222,80,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,903,41,84,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,279,0,57,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243031123,0.086247544,0.881962025,0.116947473,0.013843648,57,50,14,94,94,630,88,10,0,370,145,10,1260,202,75,645,0,335,10,385,28,0,0,235,115,0,250,260,125,730,315,225,29,0,50,0,0,85,164,55,53,55,50,43.56435644,13.33333333,57.36434109,,43.28358209,100,30.55555556,13.86138614,0,36.43410853,,34.32835821,0,34.24657534,82.53968254,55.55555556,13.01587302,14.35643564,0,13.17829457,,14.92537313,0,7.534246575,17.46031746,23.55555556,32,250,216,165,69,259,342,159,256,0.600375235,4.69043152,4.052532833,3.095684803,1.294559099,4.859287054,6.416510319,2.983114447,4.803001876,616,84,7,2545,1230,720,77,8,1241,784,2152,2377,1081,2681,767,1350,1490,607,1792,441,421,228,13.60123648,1.854714065,0.154559505,56.19342018,27.15831309,47.51600795,52.48399205,23.86840362,59.19629057,16.93530581,25.35211268,2.711267606,0.281690141,43.6971831,27.6056338,47.53521127,52.46478873,21.37323944,63.09859155,15.52816901,43.94572025,35.13097072,0,0,0,65.04065041,46.60514173,57.05453743,35.17332745,52.32394366,31.83098592,2960,2121,2584,1593,1486,904,CA,4551,1299,426599,0,0.165,0,37.7096646,-122.4434663,26.9,9.6,2.6,0,55.7,4.7,0,0.5,29.27531,12.57683
6075026401,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,0,0,0,0,290,0,208,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0,35,288,0,0,479,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,25,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090429275,0.101096224,0.825530035,0.169251825,0.105108055,50,15,12,94,95,570,10,124,0,310,110,15,1065,65,198,645,0,134,23,430,0,83,0,249,80,15,310,125,135,685,180,200,0,90,50,15,0,130,285,189,84,8,53.52112676,15.38461539,62.62626263,48.0620155,,82.08955224,65.2173913,40.37558685,0,41.91919192,38.60465116,,59.70149254,65.2173913,45.25547445,69.44444444,67.5,26.76056338,0,45.45454546,20.15503876,,37.31343284,65.2173913,27.59124088,4.444444444,42,28,250,258,155,123,112,277,139,236,0.713375796,6.369426752,6.573248408,3.949044586,3.133757962,2.853503185,7.057324841,3.541401274,6.012738854,227,479,12,2450,549,476,872,10,1695,484,1851,1882,819,2357,557,1737,1813,978,2181,392,316,383,6.08090008,12.83150281,0.321457273,65.6308599,14.70667024,49.58478436,50.41521564,21.93945888,63.13956603,14.92097509,13.40467474,24.55646297,0.281610814,47.73303295,13.62996339,48.92957747,51.07042254,27.54929578,61.43661972,11.04225352,41.57894737,48.9769821,0,0,0,60.78140455,52.86844708,57.40691133,52.37074739,43.43661972,34.5915493,2458,2138,2143,1955,1542,1228,CA,4044,1062,341043,0,0.132,0,37.7135251,-122.4112834,15.9,1.6,11.1,0,69.9,0.4,0,1.1,29.35818,12.31679
6075026402,248,0,0,0,0,0,0,0,0,0,17,0,0,13,0,0,0,0,0,0,0,988,8,8,0,0,0,0,92,0,88,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,13,0,0,808,76,37,8,27,0,0,0,0,0,0,0,0,0,0,0,0,25,0,9,0,162,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,68,0,0,19,30,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.231038099,0.077727952,0.83021124,0.056719023,0.102493075,61,59,5,93,94,555,65,95,0,305,100,0,1120,250,230,480,15,155,0,375,30,50,0,245,55,0,220,150,185,615,250,255,30,50,45,0,0,145,270,164,70,35,49.55357143,26,41.30434783,63.54166667,0,64.51612903,,33.48214286,12,21.73913044,51.04166667,0,35.48387097,,35.77235772,60,72.54901961,24.10714286,12,21.73913044,30.20833333,0,29.03225807,,26.66666667,14,27.45098039,0,133,159,79,25,111,200,72,129,0,3.221899225,3.851744186,1.91375969,0.605620155,2.688953488,4.84496124,1.744186047,3.125,485,639,9,2130,812,592,1085,12,2108,602,2021,2088,932,2715,462,2159,2254,1215,2711,487,86,475,11.80335848,15.55122901,0.219031395,51.83743003,19.76149915,49.18471648,50.81528352,22.68191774,66.07447067,11.24361158,13.41187132,24.58087902,0.271862257,47.75713638,13.6384232,48.92363472,51.07636528,27.53229096,61.43213234,11.03557671,40.18691589,48.86831276,0,0,0,44.22049539,35.5026712,48.60063276,41.25091263,43.43983685,34.57965103,1821,1462,1997,1695,1917,1526,CA,4118,1168,409887,0,0.158,0,37.7164873,-122.403256,10.8,15.2,16.5,0.6,54.5,0,0,2.5,29.63943,12.4062
